../../../pdielec -processors 1 -size 0 -size 1 -size 2 -matrix ptfe -vmin 0 -vmax 1000 -mf 0.01 -method ap -method maxwell -sphere -needle 0 0 1 -csv command.csv -sigma 5 . -processors 1
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,   91.25,         0.000000,                   0.000007,     0.0000,     5.0
   4,   91.25,         0.000000,                   0.000000,     0.0000,     5.0
   6,  349.99,        17.118884,               72337.557354,  9210.3039,     5.0
   7,  372.09,        16.426646,               69412.437372,  8837.8660,     5.0
   8,  372.09,        16.426556,               69412.054294,  8837.8172,     5.0
   9,  402.06,         0.000000,                   0.000001,     0.0000,     5.0
  10,  402.06,         0.000000,                   0.000010,     0.0000,     5.0
,,,,,cm-1,thz,ap_noshape_real_dielectric(mf=0.01),ap_noshape_imag_dielectric(mf=0.01),ap_noshape_absorption_coeficient_cm-1(mf=0.01),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),ap_noshape_real_dielectric(mf=0.01/1mu),ap_noshape_imag_dielectric(mf=0.01/1mu),ap_noshape_absorption_coeficient_cm-1(mf=0.01/1mu),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),ap_noshape_real_dielectric(mf=0.01/2mu),ap_noshape_imag_dielectric(mf=0.01/2mu),ap_noshape_absorption_coeficient_cm-1(mf=0.01/2mu),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu),maxwell_sphere_real_dielectric(mf=0.01),maxwell_sphere_imag_dielectric(mf=0.01),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),maxwell_needle[0 0 1]_real_dielectric(mf=0.01),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),maxwell_sphere_real_dielectric(mf=0.01/1mu),maxwell_sphere_imag_dielectric(mf=0.01/1mu),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01/1mu),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),maxwell_needle[0 0 1]_real_dielectric(mf=0.01/1mu),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01/1mu),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01/1mu),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),maxwell_sphere_real_dielectric(mf=0.01/2mu),maxwell_sphere_imag_dielectric(mf=0.01/2mu),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01/2mu),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu),maxwell_needle[0 0 1]_real_dielectric(mf=0.01/2mu),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01/2mu),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01/2mu),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu)
,,,,,    6.000000,    0.179875,          2.03708212,          0.00000499,          0.00005723,          0.00042086,          2.03708212,          0.00000499,          0.00005723,          0.00042086,          2.03708212,          0.00000499,          0.00005723,          0.00042086,          2.01475135,          0.00000079,          0.00000907,          0.00006668,          2.02062819,          0.00000229,          0.00002638,          0.00019402,          2.01475139,          0.00000079,          0.00000907,          0.00006667,          2.02062822,          0.00000229,          0.00002638,          0.00019401,          2.01475153,          0.00000079,          0.00000906,          0.00006661,          2.02062830,          0.00000229,          0.00002638,          0.00019398
,,,,,    6.200000,    0.185871,          2.03708253,          0.00000516,          0.00006111,          0.00044940,          2.03708253,          0.00000516,          0.00006111,          0.00044940,          2.03708253,          0.00000516,          0.00006111,          0.00044940,          2.01475141,          0.00000081,          0.00000968,          0.00007120,          2.02062838,          0.00000237,          0.00002817,          0.00020717,          2.01475146,          0.00000081,          0.00000968,          0.00007119,          2.02062840,          0.00000237,          0.00002817,          0.00020717,          2.01475161,          0.00000081,          0.00000967,          0.00007112,          2.02062849,          0.00000237,          0.00002817,          0.00020713
,,,,,    6.400000,    0.191867,          2.03708294,          0.00000532,          0.00006512,          0.00047888,          2.03708294,          0.00000532,          0.00006512,          0.00047888,          2.03708294,          0.00000532,          0.00006512,          0.00047888,          2.01475148,          0.00000084,          0.00001032,          0.00007587,          2.02062857,          0.00000244,          0.00003002,          0.00022077,          2.01475153,          0.00000084,          0.00001032,          0.00007586,          2.02062860,          0.00000244,          0.00003002,          0.00022076,          2.01475169,          0.00000084,          0.00001030,          0.00007578,          2.02062869,          0.00000244,          0.00003001,          0.00022071
,,,,,    6.600000,    0.197863,          2.03708338,          0.00000549,          0.00006925,          0.00050929,          2.03708338,          0.00000549,          0.00006925,          0.00050929,          2.03708338,          0.00000549,          0.00006925,          0.00050929,          2.01475154,          0.00000086,          0.00001097,          0.00008069,          2.02062877,          0.00000252,          0.00003193,          0.00023479,          2.01475160,          0.00000086,          0.00001097,          0.00008068,          2.02062880,          0.00000252,          0.00003193,          0.00023478,          2.01475177,          0.00000086,          0.00001096,          0.00008059,          2.02062890,          0.00000252,          0.00003192,          0.00023473
,,,,,    6.800000,    0.203859,          2.03708382,          0.00000565,          0.00007352,          0.00054065,          2.03708382,          0.00000565,          0.00007352,          0.00054065,          2.03708382,          0.00000565,          0.00007352,          0.00054065,          2.01475161,          0.00000089,          0.00001165,          0.00008566,          2.02062897,          0.00000260,          0.00003389,          0.00024924,          2.01475167,          0.00000089,          0.00001165,          0.00008564,          2.02062901,          0.00000260,          0.00003389,          0.00024923,          2.01475185,          0.00000089,          0.00001163,          0.00008554,          2.02062911,          0.00000260,          0.00003388,          0.00024918
,,,,,    7.000000,    0.209855,          2.03708428,          0.00000582,          0.00007791,          0.00057294,          2.03708428,          0.00000582,          0.00007791,          0.00057294,          2.03708428,          0.00000582,          0.00007791,          0.00057294,          2.01475169,          0.00000092,          0.00001234,          0.00009077,          2.02062918,          0.00000267,          0.00003592,          0.00026413,          2.01475175,          0.00000092,          0.00001234,          0.00009075,          2.02062922,          0.00000267,          0.00003592,          0.00026412,          2.01475194,          0.00000092,          0.00001233,          0.00009064,          2.02062933,          0.00000267,          0.00003591,          0.00026406
,,,,,    7.200000,    0.215851,          2.03708475,          0.00000599,          0.00008243,          0.00060618,          2.03708475,          0.00000599,          0.00008243,          0.00060618,          2.03708475,          0.00000599,          0.00008243,          0.00060618,          2.01475176,          0.00000094,          0.00001306,          0.00009603,          2.02062940,          0.00000275,          0.00003800,          0.00027945,          2.01475183,          0.00000094,          0.00001306,          0.00009602,          2.02062944,          0.00000275,          0.00003800,          0.00027944,          2.01475203,          0.00000094,          0.00001304,          0.00009589,          2.02062955,          0.00000275,          0.00003799,          0.00027937
,,,,,    7.400000,    0.221846,          2.03708524,          0.00000615,          0.00008707,          0.00064035,          2.03708524,          0.00000615,          0.00008707,          0.00064035,          2.03708524,          0.00000615,          0.00008707,          0.00064035,          2.01475184,          0.00000097,          0.00001379,          0.00010145,          2.02062962,          0.00000283,          0.00004014,          0.00029521,          2.01475191,          0.00000097,          0.00001379,          0.00010143,          2.02062966,          0.00000283,          0.00004014,          0.00029519,          2.01475212,          0.00000097,          0.00001377,          0.00010128,          2.02062979,          0.00000282,          0.00004013,          0.00029511
,,,,,    7.600000,    0.227842,          2.03708574,          0.00000632,          0.00009185,          0.00067546,          2.03708574,          0.00000632,          0.00009185,          0.00067546,          2.03708574,          0.00000632,          0.00009185,          0.00067546,          2.01475192,          0.00000100,          0.00001455,          0.00010701,          2.02062985,          0.00000290,          0.00004234,          0.00031139,          2.01475199,          0.00000100,          0.00001455,          0.00010698,          2.02062989,          0.00000290,          0.00004234,          0.00031138,          2.01475221,          0.00000099,          0.00001453,          0.00010683,          2.02063002,          0.00000290,          0.00004233,          0.00031129
,,,,,    7.800000,    0.233838,          2.03708625,          0.00000649,          0.00009675,          0.00071151,          2.03708625,          0.00000649,          0.00009675,          0.00071151,          2.03708625,          0.00000649,          0.00009675,          0.00071151,          2.01475200,          0.00000102,          0.00001533,          0.00011272,          2.02063009,          0.00000298,          0.00004460,          0.00032801,          2.01475208,          0.00000102,          0.00001532,          0.00011269,          2.02063013,          0.00000298,          0.00004460,          0.00032800,          2.01475231,          0.00000102,          0.00001530,          0.00011252,          2.02063027,          0.00000298,          0.00004459,          0.00032790
,,,,,    8.000000,    0.239834,          2.03708678,          0.00000665,          0.00010178,          0.00074851,          2.03708678,          0.00000665,          0.00010178,          0.00074851,          2.03708678,          0.00000665,          0.00010178,          0.00074851,          2.01475208,          0.00000105,          0.00001612,          0.00011857,          2.02063033,          0.00000306,          0.00004692,          0.00034507,          2.01475216,          0.00000105,          0.00001612,          0.00011855,          2.02063038,          0.00000306,          0.00004692,          0.00034505,          2.01475241,          0.00000105,          0.00001609,          0.00011835,          2.02063052,          0.00000305,          0.00004690,          0.00034494
,,,,,    8.200000,    0.245830,          2.03708731,          0.00000682,          0.00010694,          0.00078644,          2.03708731,          0.00000682,          0.00010694,          0.00078644,          2.03708731,          0.00000682,          0.00010694,          0.00078644,          2.01475216,          0.00000107,          0.00001694,          0.00012458,          2.02063057,          0.00000313,          0.00004930,          0.00036255,          2.01475225,          0.00000107,          0.00001694,          0.00012455,          2.02063063,          0.00000313,          0.00004930,          0.00036254,          2.01475251,          0.00000107,          0.00001691,          0.00012434,          2.02063078,          0.00000313,          0.00004928,          0.00036241
,,,,,    8.400000,    0.251826,          2.03708787,          0.00000699,          0.00011222,          0.00082531,          2.03708787,          0.00000699,          0.00011222,          0.00082531,          2.03708787,          0.00000699,          0.00011222,          0.00082531,          2.01475225,          0.00000110,          0.00001778,          0.00013074,          2.02063083,          0.00000321,          0.00005174,          0.00038048,          2.01475234,          0.00000110,          0.00001777,          0.00013070,          2.02063088,          0.00000321,          0.00005173,          0.00038046,          2.01475262,          0.00000110,          0.00001774,          0.00013047,          2.02063104,          0.00000321,          0.00005172,          0.00038032
,,,,,    8.600000,    0.257822,          2.03708843,          0.00000715,          0.00011764,          0.00086512,          2.03708843,          0.00000715,          0.00011764,          0.00086512,          2.03708843,          0.00000715,          0.00011764,          0.00086512,          2.01475234,          0.00000113,          0.00001863,          0.00013704,          2.02063109,          0.00000329,          0.00005423,          0.00039883,          2.01475244,          0.00000113,          0.00001863,          0.00013700,          2.02063114,          0.00000328,          0.00005423,          0.00039881,          2.01475272,          0.00000112,          0.00001859,          0.00013674,          2.02063131,          0.00000328,          0.00005421,          0.00039866
,,,,,    8.800000,    0.263817,          2.03708901,          0.00000732,          0.00012318,          0.00090588,          2.03708901,          0.00000732,          0.00012318,          0.00090588,          2.03708901,          0.00000732,          0.00012318,          0.00090588,          2.01475243,          0.00000115,          0.00001951,          0.00014349,          2.02063135,          0.00000336,          0.00005679,          0.00041762,          2.01475253,          0.00000115,          0.00001951,          0.00014345,          2.02063141,          0.00000336,          0.00005678,          0.00041759,          2.01475283,          0.00000115,          0.00001947,          0.00014317,          2.02063159,          0.00000336,          0.00005676,          0.00041743
,,,,,    9.000000,    0.269813,          2.03708960,          0.00000749,          0.00012885,          0.00094757,          2.03708960,          0.00000749,          0.00012885,          0.00094757,          2.03708960,          0.00000749,          0.00012885,          0.00094757,          2.01475252,          0.00000118,          0.00002041,          0.00015010,          2.02063163,          0.00000344,          0.00005940,          0.00043684,          2.01475263,          0.00000118,          0.00002040,          0.00015005,          2.02063169,          0.00000344,          0.00005940,          0.00043681,          2.01475294,          0.00000118,          0.00002036,          0.00014974,          2.02063187,          0.00000344,          0.00005937,          0.00043663
,,,,,    9.200000,    0.275809,          2.03709021,          0.00000766,          0.00013465,          0.00099021,          2.03709021,          0.00000766,          0.00013465,          0.00099021,          2.03709021,          0.00000766,          0.00013465,          0.00099021,          2.01475262,          0.00000121,          0.00002133,          0.00015685,          2.02063190,          0.00000351,          0.00006207,          0.00045650,          2.01475273,          0.00000121,          0.00002132,          0.00015680,          2.02063197,          0.00000351,          0.00006207,          0.00045647,          2.01475306,          0.00000120,          0.00002127,          0.00015646,          2.02063216,          0.00000351,          0.00006204,          0.00045627
,,,,,    9.400000,    0.281805,          2.03709083,          0.00000782,          0.00014057,          0.00103379,          2.03709083,          0.00000782,          0.00014057,          0.00103379,          2.03709083,          0.00000782,          0.00014057,          0.00103379,          2.01475272,          0.00000123,          0.00002227,          0.00016375,          2.02063219,          0.00000359,          0.00006481,          0.00047659,          2.01475283,          0.00000123,          0.00002226,          0.00016369,          2.02063225,          0.00000359,          0.00006480,          0.00047656,          2.01475317,          0.00000123,          0.00002221,          0.00016332,          2.02063245,          0.00000359,          0.00006477,          0.00047634
,,,,,    9.600000,    0.287801,          2.03709146,          0.00000799,          0.00014663,          0.00107831,          2.03709146,          0.00000799,          0.00014663,          0.00107831,          2.03709146,          0.00000799,          0.00014663,          0.00107831,          2.01475282,          0.00000126,          0.00002322,          0.00017079,          2.02063248,          0.00000367,          0.00006760,          0.00049711,          2.01475294,          0.00000126,          0.00002322,          0.00017074,          2.02063255,          0.00000367,          0.00006759,          0.00049708,          2.01475329,          0.00000126,          0.00002316,          0.00017033,          2.02063275,          0.00000367,          0.00006756,          0.00049684
,,,,,    9.800000,    0.293797,          2.03709211,          0.00000816,          0.00015281,          0.00112377,          2.03709211,          0.00000816,          0.00015281,          0.00112377,          2.03709211,          0.00000816,          0.00015281,          0.00112377,          2.01475292,          0.00000128,          0.00002420,          0.00017799,          2.02063277,          0.00000374,          0.00007045,          0.00051807,          2.01475304,          0.00000128,          0.00002419,          0.00017793,          2.02063285,          0.00000374,          0.00007044,          0.00051804,          2.01475342,          0.00000128,          0.00002413,          0.00017749,          2.02063306,          0.00000374,          0.00007041,          0.00051778
,,,,,   10.000000,    0.299792,          2.03709277,          0.00000832,          0.00015912,          0.00117018,          2.03709277,          0.00000832,          0.00015912,          0.00117018,          2.03709277,          0.00000832,          0.00015912,          0.00117018,          2.01475302,          0.00000131,          0.00002520,          0.00018534,          2.02063308,          0.00000382,          0.00007336,          0.00053947,          2.01475315,          0.00000131,          0.00002519,          0.00018527,          2.02063315,          0.00000382,          0.00007335,          0.00053943,          2.01475354,          0.00000131,          0.00002513,          0.00018479,          2.02063338,          0.00000382,          0.00007331,          0.00053915
,,,,,   10.200000,    0.305788,          2.03709344,          0.00000849,          0.00016556,          0.00121753,          2.03709344,          0.00000849,          0.00016556,          0.00121753,          2.03709344,          0.00000849,          0.00016556,          0.00121753,          2.01475313,          0.00000134,          0.00002622,          0.00019283,          2.02063339,          0.00000390,          0.00007632,          0.00056129,          2.01475326,          0.00000134,          0.00002621,          0.00019276,          2.02063346,          0.00000390,          0.00007632,          0.00056125,          2.01475367,          0.00000133,          0.00002614,          0.00019224,          2.02063370,          0.00000390,          0.00007628,          0.00056095
,,,,,   10.400000,    0.311784,          2.03709412,          0.00000866,          0.00017213,          0.00126582,          2.03709412,          0.00000866,          0.00017213,          0.00126582,          2.03709412,          0.00000866,          0.00017213,          0.00126582,          2.01475324,          0.00000136,          0.00002726,          0.00020048,          2.02063370,          0.00000397,          0.00007935,          0.00058356,          2.01475338,          0.00000136,          0.00002725,          0.00020040,          2.02063378,          0.00000397,          0.00007935,          0.00058351,          2.01475380,          0.00000136,          0.00002717,          0.00019984,          2.02063403,          0.00000397,          0.00007930,          0.00058319
,,,,,   10.600000,    0.317780,          2.03709482,          0.00000882,          0.00017882,          0.00131506,          2.03709482,          0.00000882,          0.00017882,          0.00131506,          2.03709482,          0.00000882,          0.00017882,          0.00131506,          2.01475335,          0.00000139,          0.00002832,          0.00020827,          2.02063402,          0.00000405,          0.00008244,          0.00060626,          2.01475349,          0.00000139,          0.00002831,          0.00020819,          2.02063411,          0.00000405,          0.00008243,          0.00060621,          2.01475393,          0.00000139,          0.00002823,          0.00020758,          2.02063436,          0.00000405,          0.00008238,          0.00060586
,,,,,   10.800000,    0.323776,          2.03709554,          0.00000899,          0.00018564,          0.00136524,          2.03709554,          0.00000899,          0.00018564,          0.00136524,          2.03709554,          0.00000899,          0.00018564,          0.00136524,          2.01475346,          0.00000142,          0.00002940,          0.00021621,          2.02063435,          0.00000413,          0.00008558,          0.00062939,          2.01475361,          0.00000142,          0.00002939,          0.00021612,          2.02063444,          0.00000413,          0.00008558,          0.00062934,          2.01475406,          0.00000141,          0.00002930,          0.00021547,          2.02063470,          0.00000413,          0.00008553,          0.00062896
