../../../pdielec -processors 4 -program castep phonon -vmin 300 -vmax 800 -sphere -vf 0.1 -method mie -size 1.0 0.1 -sigma 5 -csv command.csv -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
   4,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
   5,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
,,,,,,cm-1,thz,mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1/0.1mu),mie_sphere_real_dielectric(vf=0.1/1/0.1mu),mie_sphere_imag_dielectric(vf=0.1/1/0.1mu),mie_sphere_absorption_coefficent_cm-1(vf=0.1/1/0.1mu)
,,,,,,  683.200000,   20.481821,          4.15705417,          2.31003285,         -0.02938843,         36.04711673
,,,,,,  683.400000,   20.487817,          4.14664019,          2.30944113,         -0.02930247,         35.95681380
,,,,,,  683.600000,   20.493812,          4.13626203,          2.30885097,         -0.02921684,         35.86682157
,,,,,,  683.800000,   20.499808,          4.12591954,          2.30826236,         -0.02913155,         35.77713856
,,,,,,  684.000000,   20.505804,          4.11561253,          2.30767531,         -0.02904658,         35.68776328
,,,,,,  684.200000,   20.511800,          4.10534084,          2.30708980,         -0.02896194,         35.59869427
,,,,,,  684.400000,   20.517796,          4.09510431,          2.30650582,         -0.02887762,         35.50993008
,,,,,,  684.600000,   20.523792,          4.08490276,          2.30592338,         -0.02879363,         35.42146925
,,,,,,  684.800000,   20.529788,          4.07473603,          2.30534246,         -0.02870996,         35.33331034
,,,,,,  685.000000,   20.535783,          4.06460395,          2.30476306,         -0.02862661,         35.24545192
,,,,,,  685.200000,   20.541779,          4.05450636,          2.30418517,         -0.02854357,         35.15789257
,,,,,,  685.400000,   20.547775,          4.04444310,          2.30360879,         -0.02846086,         35.07063087
,,,,,,  685.600000,   20.553771,          4.03441400,          2.30303392,         -0.02837845,         34.98366541
,,,,,,  685.800000,   20.559767,          4.02441890,          2.30246054,         -0.02829637,         34.89699480
,,,,,,  686.000000,   20.565763,          4.01445764,          2.30188864,         -0.02821459,         34.81061764
,,,,,,  686.200000,   20.571758,          4.00453007,          2.30131824,         -0.02813312,         34.72453256
,,,,,,  686.400000,   20.577754,          3.99463603,          2.30074931,         -0.02805197,         34.63873819
,,,,,,  686.600000,   20.583750,          3.98477535,          2.30018185,         -0.02797112,         34.55323315
,,,,,,  686.800000,   20.589746,          3.97494788,          2.29961586,         -0.02789057,         34.46801609
,,,,,,  687.000000,   20.595742,          3.96515346,          2.29905133,         -0.02781033,         34.38308567
,,,,,,  687.200000,   20.601738,          3.95539195,          2.29848826,         -0.02773040,         34.29844054
,,,,,,  687.400000,   20.607734,          3.94566319,          2.29792664,         -0.02765076,         34.21407938
,,,,,,  687.600000,   20.613729,          3.93596702,          2.29736646,         -0.02757142,         34.13000084
,,,,,,  687.800000,   20.619725,          3.92630329,          2.29680773,         -0.02749239,         34.04620363
,,,,,,  688.000000,   20.625721,          3.91667185,          2.29625042,         -0.02741364,         33.96268643
,,,,,,  688.200000,   20.631717,          3.90707255,          2.29569455,         -0.02733520,         33.87944794
,,,,,,  688.400000,   20.637713,          3.89750525,          2.29514009,         -0.02725705,         33.79648687
,,,,,,  688.600000,   20.643709,          3.88796979,          2.29458706,         -0.02717918,         33.71380193
,,,,,,  688.800000,   20.649705,          3.87846603,          2.29403543,         -0.02710161,         33.63139184
,,,,,,  689.000000,   20.655700,          3.86899382,          2.29348522,         -0.02702433,         33.54925534
,,,,,,  689.200000,   20.661696,          3.85955302,          2.29293640,         -0.02694734,         33.46739115
,,,,,,  689.400000,   20.667692,          3.85014347,          2.29238898,         -0.02687063,         33.38579804
,,,,,,  689.600000,   20.673688,          3.84076504,          2.29184295,         -0.02679421,         33.30447473
,,,,,,  689.800000,   20.679684,          3.83141758,          2.29129831,         -0.02671808,         33.22342001
,,,,,,  690.000000,   20.685680,          3.82210095,          2.29075504,         -0.02664222,         33.14263263
,,,,,,  690.200000,   20.691675,          3.81281502,          2.29021315,         -0.02656664,         33.06211136
,,,,,,  690.400000,   20.697671,          3.80355963,          2.28967263,         -0.02649135,         32.98185499
,,,,,,  690.600000,   20.703667,          3.79433465,          2.28913348,         -0.02641633,         32.90186231
,,,,,,  690.800000,   20.709663,          3.78513994,          2.28859569,         -0.02634159,         32.82213211
,,,,,,  691.000000,   20.715659,          3.77597536,          2.28805925,         -0.02626713,         32.74266319
,,,,,,  691.200000,   20.721655,          3.76684078,          2.28752415,         -0.02619293,         32.66345436
,,,,,,  691.400000,   20.727651,          3.75773605,          2.28699041,         -0.02611902,         32.58450444
,,,,,,  691.600000,   20.733646,          3.74866105,          2.28645800,         -0.02604537,         32.50581225
,,,,,,  691.800000,   20.739642,          3.73961564,          2.28592693,         -0.02597199,         32.42737663
,,,,,,  692.000000,   20.745638,          3.73059967,          2.28539718,         -0.02589888,         32.34919640
,,,,,,  692.200000,   20.751634,          3.72161303,          2.28486876,         -0.02582604,         32.27127041
,,,,,,  692.400000,   20.757630,          3.71265558,          2.28434166,         -0.02575347,         32.19359752
,,,,,,  692.600000,   20.763626,          3.70372718,          2.28381588,         -0.02568116,         32.11617657
,,,,,,  692.800000,   20.769621,          3.69482770,          2.28329140,         -0.02560911,         32.03900643
,,,,,,  693.000000,   20.775617,          3.68595702,          2.28276823,         -0.02553733,         31.96208598
,,,,,,  693.200000,   20.781613,          3.67711500,          2.28224636,         -0.02546580,         31.88541408
,,,,,,  693.400000,   20.787609,          3.66830152,          2.28172578,         -0.02539454,         31.80898963
,,,,,,  693.600000,   20.793605,          3.65951645,          2.28120650,         -0.02532353,         31.73281150
,,,,,,  693.800000,   20.799601,          3.65075965,          2.28068850,         -0.02525278,         31.65687860
,,,,,,  694.000000,   20.805597,          3.64203101,          2.28017178,         -0.02518229,         31.58118982
,,,,,,  694.200000,   20.811592,          3.63333040,          2.27965634,         -0.02511205,         31.50574409
,,,,,,  694.400000,   20.817588,          3.62465769,          2.27914217,         -0.02504207,         31.43054030
,,,,,,  694.600000,   20.823584,          3.61601275,          2.27862926,         -0.02497234,         31.35557738
,,,,,,  694.800000,   20.829580,          3.60739547,          2.27811762,         -0.02490286,         31.28085426
,,,,,,  695.000000,   20.835576,          3.59880573,          2.27760724,         -0.02483363,         31.20636987
,,,,,,  695.200000,   20.841572,          3.59024339,          2.27709810,         -0.02476464,         31.13212315
,,,,,,  695.400000,   20.847568,          3.58170833,          2.27659022,         -0.02469591,         31.05811304
,,,,,,  695.600000,   20.853563,          3.57320045,          2.27608358,         -0.02462742,         30.98433851
,,,,,,  695.800000,   20.859559,          3.56471961,          2.27557818,         -0.02455918,         30.91079849
,,,,,,  696.000000,   20.865555,          3.55626569,          2.27507402,         -0.02449118,         30.83749196
,,,,,,  696.200000,   20.871551,          3.54783859,          2.27457108,         -0.02442342,         30.76441788
,,,,,,  696.400000,   20.877547,          3.53943817,          2.27406937,         -0.02435591,         30.69157523
,,,,,,  696.600000,   20.883543,          3.53106432,          2.27356889,         -0.02428863,         30.61896299
,,,,,,  696.800000,   20.889538,          3.52271693,          2.27306962,         -0.02422160,         30.54658015
,,,,,,  697.000000,   20.895534,          3.51439588,          2.27257156,         -0.02415480,         30.47442570
,,,,,,  697.200000,   20.901530,          3.50610105,          2.27207471,         -0.02408824,         30.40249863
,,,,,,  697.400000,   20.907526,          3.49783233,          2.27157906,         -0.02402192,         30.33079794
,,,,,,  697.600000,   20.913522,          3.48958960,          2.27108462,         -0.02395583,         30.25932266
,,,,,,  697.800000,   20.919518,          3.48137275,          2.27059137,         -0.02388998,         30.18807178
,,,,,,  698.000000,   20.925514,          3.47318166,          2.27009931,         -0.02382436,         30.11704434
,,,,,,  698.200000,   20.931509,          3.46501623,          2.26960843,         -0.02375896,         30.04623935
,,,,,,  698.400000,   20.937505,          3.45687635,          2.26911874,         -0.02369381,         29.97565585
,,,,,,  698.600000,   20.943501,          3.44876189,          2.26863023,         -0.02362888,         29.90529288
,,,,,,  698.800000,   20.949497,          3.44067276,          2.26814289,         -0.02356417,         29.83514946
,,,,,,  699.000000,   20.955493,          3.43260884,          2.26765672,         -0.02349970,         29.76522466
,,,,,,  699.200000,   20.961489,          3.42457001,          2.26717172,         -0.02343545,         29.69551753
,,,,,,  699.400000,   20.967485,          3.41655619,          2.26668788,         -0.02337143,         29.62602711
,,,,,,  699.600000,   20.973480,          3.40856724,          2.26620519,         -0.02330763,         29.55675248
,,,,,,  699.800000,   20.979476,          3.40060307,          2.26572366,         -0.02324405,         29.48769270
,,,,,,  700.000000,   20.985472,          3.39266358,          2.26524328,         -0.02318070,         29.41884684
,,,,,,  700.200000,   20.991468,          3.38474865,          2.26476404,         -0.02311757,         29.35021399
,,,,,,  700.400000,   20.997464,          3.37685817,          2.26428594,         -0.02305465,         29.28179322
,,,,,,  700.600000,   21.003460,          3.36899205,          2.26380898,         -0.02299196,         29.21358363
,,,,,,  700.800000,   21.009455,          3.36115018,          2.26333316,         -0.02292949,         29.14558430
,,,,,,  701.000000,   21.015451,          3.35333245,          2.26285846,         -0.02286723,         29.07779435
,,,,,,  701.200000,   21.021447,          3.34553877,          2.26238488,         -0.02280518,         29.01021286
,,,,,,  701.400000,   21.027443,          3.33776902,          2.26191243,         -0.02274336,         28.94283894
,,,,,,  701.600000,   21.033439,          3.33002311,          2.26144110,         -0.02268174,         28.87567172
,,,,,,  701.800000,   21.039435,          3.32230093,          2.26097087,         -0.02262034,         28.80871030
,,,,,,  702.000000,   21.045431,          3.31460238,          2.26050176,         -0.02255915,         28.74195382
,,,,,,  702.200000,   21.051426,          3.30692737,          2.26003375,         -0.02249818,         28.67540140
,,,,,,  702.400000,   21.057422,          3.29927579,          2.25956685,         -0.02243741,         28.60905216
,,,,,,  702.600000,   21.063418,          3.29164755,          2.25910104,         -0.02237685,         28.54290525
,,,,,,  702.800000,   21.069414,          3.28404254,          2.25863632,         -0.02231650,         28.47695982
,,,,,,  703.000000,   21.075410,          3.27646066,          2.25817270,         -0.02225636,         28.41121500
,,,,,,  703.200000,   21.081406,          3.26890182,          2.25771016,         -0.02219642,         28.34566994
,,,,,,  703.400000,   21.087401,          3.26136592,          2.25724870,         -0.02213669,         28.28032381
,,,,,,  703.600000,   21.093397,          3.25385287,          2.25678832,         -0.02207717,         28.21517576
,,,,,,  703.800000,   21.099393,          3.24636256,          2.25632902,         -0.02201785,         28.15022496
,,,,,,  704.000000,   21.105389,          3.23889490,          2.25587078,         -0.02195872,         28.08547058
,,,,,,  704.200000,   21.111385,          3.23144980,          2.25541362,         -0.02189981,         28.02091178
,,,,,,  704.400000,   21.117381,          3.22402716,          2.25495752,         -0.02184109,         27.95654776
,,,,,,  704.600000,   21.123377,          3.21662689,          2.25450247,         -0.02178257,         27.89237769
,,,,,,  704.800000,   21.129372,          3.20924889,          2.25404849,         -0.02172425,         27.82840075
,,,,,,  705.000000,   21.135368,          3.20189307,          2.25359556,         -0.02166613,         27.76461615
,,,,,,  705.200000,   21.141364,          3.19455934,          2.25314367,         -0.02160821,         27.70102307
,,,,,,  705.400000,   21.147360,          3.18724761,          2.25269283,         -0.02155048,         27.63762072
,,,,,,  705.600000,   21.153356,          3.17995777,          2.25224304,         -0.02149295,         27.57440830
,,,,,,  705.800000,   21.159352,          3.17268975,          2.25179428,         -0.02143561,         27.51138502
,,,,,,  706.000000,   21.165348,          3.16544345,          2.25134655,         -0.02137847,         27.44855009
,,,,,,  706.200000,   21.171343,          3.15821879,          2.25089986,         -0.02132152,         27.38590273
,,,,,,  706.400000,   21.177339,          3.15101566,          2.25045419,         -0.02126476,         27.32344215
,,,,,,  706.600000,   21.183335,          3.14383398,          2.25000955,         -0.02120819,         27.26116760
,,,,,,  706.800000,   21.189331,          3.13667367,          2.24956593,         -0.02115181,         27.19907829
,,,,,,  707.000000,   21.195327,          3.12953463,          2.24912333,         -0.02109563,         27.13717346
,,,,,,  707.200000,   21.201323,          3.12241678,          2.24868174,         -0.02103963,         27.07545235
,,,,,,  707.400000,   21.207318,          3.11532003,          2.24824116,         -0.02098382,         27.01391419
,,,,,,  707.600000,   21.213314,          3.10824429,          2.24780158,         -0.02092819,         26.95255824
,,,,,,  707.800000,   21.219310,          3.10118948,          2.24736301,         -0.02087275,         26.89138374
,,,,,,  708.000000,   21.225306,          3.09415550,          2.24692544,         -0.02081750,         26.83038996
,,,,,,  708.200000,   21.231302,          3.08714228,          2.24648887,         -0.02076243,         26.76957613
,,,,,,  708.400000,   21.237298,          3.08014973,          2.24605329,         -0.02070754,         26.70894154
,,,,,,  708.600000,   21.243294,          3.07317776,          2.24561870,         -0.02065284,         26.64848543
,,,,,,  708.800000,   21.249289,          3.06622630,          2.24518509,         -0.02059832,         26.58820709
,,,,,,  709.000000,   21.255285,          3.05929525,          2.24475247,         -0.02054398,         26.52810579
,,,,,,  709.200000,   21.261281,          3.05238453,          2.24432083,         -0.02048982,         26.46818080
,,,,,,  709.400000,   21.267277,          3.04549406,          2.24389016,         -0.02043584,         26.40843140
,,,,,,  709.600000,   21.273273,          3.03862376,          2.24346047,         -0.02038204,         26.34885688
,,,,,,  709.800000,   21.279269,          3.03177355,          2.24303175,         -0.02032842,         26.28945652
,,,,,,  710.000000,   21.285265,          3.02494334,          2.24260399,         -0.02027497,         26.23022962
,,,,,,  710.200000,   21.291260,          3.01813305,          2.24217720,         -0.02022170,         26.17117548
,,,,,,  710.400000,   21.297256,          3.01134260,          2.24175137,         -0.02016861,         26.11229339
,,,,,,  710.600000,   21.303252,          3.00457191,          2.24132649,         -0.02011569,         26.05358266
,,,,,,  710.800000,   21.309248,          2.99782091,          2.24090257,         -0.02006295,         25.99504259
,,,,,,  711.000000,   21.315244,          2.99108951,          2.24047960,         -0.02001038,         25.93667250
,,,,,,  711.200000,   21.321240,          2.98437763,          2.24005758,         -0.01995798,         25.87847170
,,,,,,  711.400000,   21.327235,          2.97768519,          2.23963650,         -0.01990575,         25.82043950
,,,,,,  711.600000,   21.333231,          2.97101212,          2.23921636,         -0.01985370,         25.76257522
,,,,,,  711.800000,   21.339227,          2.96435834,          2.23879716,         -0.01980182,         25.70487820
,,,,,,  712.000000,   21.345223,          2.95772377,          2.23837890,         -0.01975010,         25.64734776
,,,,,,  712.200000,   21.351219,          2.95110833,          2.23796156,         -0.01969856,         25.58998323
,,,,,,  712.400000,   21.357215,          2.94451195,          2.23754516,         -0.01964718,         25.53278394
,,,,,,  712.600000,   21.363211,          2.93793455,          2.23712968,         -0.01959597,         25.47574924
,,,,,,  712.800000,   21.369206,          2.93137605,          2.23671512,         -0.01954492,         25.41887846
,,,,,,  713.000000,   21.375202,          2.92483639,          2.23630149,         -0.01949405,         25.36217096
,,,,,,  713.200000,   21.381198,          2.91831547,          2.23588877,         -0.01944334,         25.30562607
,,,,,,  713.400000,   21.387194,          2.91181324,          2.23547696,         -0.01939279,         25.24924316
,,,,,,  713.600000,   21.393190,          2.90532961,          2.23506606,         -0.01934241,         25.19302158
,,,,,,  713.800000,   21.399186,          2.89886451,          2.23465607,         -0.01929219,         25.13696068
,,,,,,  714.000000,   21.405182,          2.89241787,          2.23424699,         -0.01924213,         25.08105983
,,,,,,  714.200000,   21.411177,          2.88598961,          2.23383881,         -0.01919223,         25.02531839
,,,,,,  714.400000,   21.417173,          2.87957966,          2.23343152,         -0.01914250,         24.96973574
,,,,,,  714.600000,   21.423169,          2.87318795,          2.23302513,         -0.01909293,         24.91431123
,,,,,,  714.800000,   21.429165,          2.86681441,          2.23261963,         -0.01904351,         24.85904426
,,,,,,  715.000000,   21.435161,          2.86045896,          2.23221503,         -0.01899426,         24.80393419
,,,,,,  715.200000,   21.441157,          2.85412154,          2.23181131,         -0.01894516,         24.74898041
,,,,,,  715.400000,   21.447152,          2.84780207,          2.23140847,         -0.01889622,         24.69418230
,,,,,,  715.600000,   21.453148,          2.84150048,          2.23100652,         -0.01884744,         24.63953924
,,,,,,  715.800000,   21.459144,          2.83521670,          2.23060544,         -0.01879881,         24.58505064
,,,,,,  716.000000,   21.465140,          2.82895066,          2.23020524,         -0.01875035,         24.53071588
,,,,,,  716.200000,   21.471136,          2.82270230,          2.22980591,         -0.01870203,         24.47653436
,,,,,,  716.400000,   21.477132,          2.81647154,          2.22940745,         -0.01865387,         24.42250548
,,,,,,  716.600000,   21.483128,          2.81025831,          2.22900986,         -0.01860587,         24.36862865
,,,,,,  716.800000,   21.489123,          2.80406255,          2.22861313,         -0.01855801,         24.31490326
,,,,,,  717.000000,   21.495119,          2.79788419,          2.22821727,         -0.01851031,         24.26132873
,,,,,,  717.200000,   21.501115,          2.79172315,          2.22782226,         -0.01846276,         24.20790446
,,,,,,  717.400000,   21.507111,          2.78557938,          2.22742810,         -0.01841537,         24.15462989
,,,,,,  717.600000,   21.513107,          2.77945280,          2.22703480,         -0.01836812,         24.10150441
,,,,,,  717.800000,   21.519103,          2.77334335,          2.22664236,         -0.01832102,         24.04852745
,,,,,,  718.000000,   21.525098,          2.76725096,          2.22625075,         -0.01827408,         23.99569844
,,,,,,  718.200000,   21.531094,          2.76117557,          2.22586000,         -0.01822728,         23.94301681
,,,,,,  718.400000,   21.537090,          2.75511710,          2.22547008,         -0.01818063,         23.89048197
,,,,,,  718.600000,   21.543086,          2.74907550,          2.22508101,         -0.01813413,         23.83809337
,,,,,,  718.800000,   21.549082,          2.74305070,          2.22469277,         -0.01808777,         23.78585043
,,,,,,  719.000000,   21.555078,          2.73704263,          2.22430536,         -0.01804156,         23.73375261
,,,,,,  719.200000,   21.561074,          2.73105124,          2.22391879,         -0.01799550,         23.68179933
,,,,,,  719.400000,   21.567069,          2.72507644,          2.22353304,         -0.01794958,         23.62999004
,,,,,,  719.600000,   21.573065,          2.71911819,          2.22314812,         -0.01790380,         23.57832418
,,,,,,  719.800000,   21.579061,          2.71317642,          2.22276403,         -0.01785817,         23.52680121
,,,,,,  720.000000,   21.585057,          2.70725106,          2.22238075,         -0.01781269,         23.47542058
,,,,,,  720.200000,   21.591053,          2.70134206,          2.22199830,         -0.01776734,         23.42418174
,,,,,,  720.400000,   21.597049,          2.69544934,          2.22161665,         -0.01772214,         23.37308415
,,,,,,  720.600000,   21.603045,          2.68957285,          2.22123583,         -0.01767708,         23.32212727
,,,,,,  720.800000,   21.609040,          2.68371253,          2.22085581,         -0.01763216,         23.27131056
,,,,,,  721.000000,   21.615036,          2.67786830,          2.22047660,         -0.01758738,         23.22063349
,,,,,,  721.200000,   21.621032,          2.67204012,          2.22009819,         -0.01754274,         23.17009551
,,,,,,  721.400000,   21.627028,          2.66622792,          2.21972059,         -0.01749824,         23.11969612
,,,,,,  721.600000,   21.633024,          2.66043165,          2.21934379,         -0.01745388,         23.06943477
,,,,,,  721.800000,   21.639020,          2.65465123,          2.21896779,         -0.01740965,         23.01931094
,,,,,,  722.000000,   21.645015,          2.64888661,          2.21859258,         -0.01736557,         22.96932411
,,,,,,  722.200000,   21.651011,          2.64313772,          2.21821816,         -0.01732162,         22.91947377
,,,,,,  722.400000,   21.657007,          2.63740452,          2.21784453,         -0.01727780,         22.86975939
,,,,,,  722.600000,   21.663003,          2.63168694,          2.21747170,         -0.01723413,         22.82018046
,,,,,,  722.800000,   21.668999,          2.62598492,          2.21709964,         -0.01719058,         22.77073647
,,,,,,  723.000000,   21.674995,          2.62029841,          2.21672837,         -0.01714718,         22.72142691
,,,,,,  723.200000,   21.680991,          2.61462734,          2.21635788,         -0.01710390,         22.67225127
,,,,,,  723.400000,   21.686986,          2.60897165,          2.21598817,         -0.01706076,         22.62320906
,,,,,,  723.600000,   21.692982,          2.60333129,          2.21561923,         -0.01701776,         22.57429976
,,,,,,  723.800000,   21.698978,          2.59770621,          2.21525107,         -0.01697488,         22.52552287
,,,,,,  724.000000,   21.704974,          2.59209633,          2.21488368,         -0.01693214,         22.47687791
,,,,,,  724.200000,   21.710970,          2.58650162,          2.21451705,         -0.01688953,         22.42836438
,,,,,,  724.400000,   21.716966,          2.58092200,          2.21415119,         -0.01684705,         22.37998177
,,,,,,  724.600000,   21.722962,          2.57535743,          2.21378610,         -0.01680470,         22.33172962
,,,,,,  724.800000,   21.728957,          2.56980784,          2.21342176,         -0.01676248,         22.28360742
,,,,,,  725.000000,   21.734953,          2.56427319,          2.21305819,         -0.01672039,         22.23561469
,,,,,,  725.200000,   21.740949,          2.55875341,          2.21269537,         -0.01667843,         22.18775096
,,,,,,  725.400000,   21.746945,          2.55324845,          2.21233330,         -0.01663660,         22.14001573
,,,,,,  725.600000,   21.752941,          2.54775825,          2.21197199,         -0.01659489,         22.09240853
,,,,,,  725.800000,   21.758937,          2.54228277,          2.21161142,         -0.01655332,         22.04492890
,,,,,,  726.000000,   21.764932,          2.53682194,          2.21125161,         -0.01651187,         21.99757634
,,,,,,  726.200000,   21.770928,          2.53137571,          2.21089253,         -0.01647054,         21.95035039
,,,,,,  726.400000,   21.776924,          2.52594403,          2.21053420,         -0.01642934,         21.90325059
,,,,,,  726.600000,   21.782920,          2.52052684,          2.21017661,         -0.01638827,         21.85627647
,,,,,,  726.800000,   21.788916,          2.51512409,          2.20981976,         -0.01634732,         21.80942755
,,,,,,  727.000000,   21.794912,          2.50973573,          2.20946365,         -0.01630650,         21.76270339
,,,,,,  727.200000,   21.800908,          2.50436171,          2.20910826,         -0.01626580,         21.71610352
,,,,,,  727.400000,   21.806903,          2.49900196,          2.20875361,         -0.01622522,         21.66962748
,,,,,,  727.600000,   21.812899,          2.49365644,          2.20839969,         -0.01618476,         21.62327481
,,,,,,  727.800000,   21.818895,          2.48832510,          2.20804649,         -0.01614443,         21.57704507
,,,,,,  728.000000,   21.824891,          2.48300788,          2.20769402,         -0.01610422,         21.53093780
,,,,,,  728.200000,   21.830887,          2.47770473,          2.20734227,         -0.01606413,         21.48495256
,,,,,,  728.400000,   21.836883,          2.47241561,          2.20699124,         -0.01602416,         21.43908889
,,,,,,  728.600000,   21.842878,          2.46714045,          2.20664093,         -0.01598432,         21.39334635
,,,,,,  728.800000,   21.848874,          2.46187921,          2.20629133,         -0.01594459,         21.34772450
,,,,,,  729.000000,   21.854870,          2.45663184,          2.20594245,         -0.01590498,         21.30222291
,,,,,,  729.200000,   21.860866,          2.45139828,          2.20559428,         -0.01586549,         21.25684112
,,,,,,  729.400000,   21.866862,          2.44617850,          2.20524682,         -0.01582612,         21.21157870
,,,,,,  729.600000,   21.872858,          2.44097242,          2.20490006,         -0.01578687,         21.16643523
,,,,,,  729.800000,   21.878854,          2.43578002,          2.20455401,         -0.01574773,         21.12141026
,,,,,,  730.000000,   21.884849,          2.43060123,          2.20420867,         -0.01570871,         21.07650337
,,,,,,  730.200000,   21.890845,          2.42543601,          2.20386402,         -0.01566981,         21.03171413
,,,,,,  730.400000,   21.896841,          2.42028431,          2.20352007,         -0.01563103,         20.98704211
,,,,,,  730.600000,   21.902837,          2.41514608,          2.20317682,         -0.01559236,         20.94248689
,,,,,,  730.800000,   21.908833,          2.41002126,          2.20283426,         -0.01555380,         20.89804805
,,,,,,  731.000000,   21.914829,          2.40490983,          2.20249240,         -0.01551536,         20.85372516
,,,,,,  731.200000,   21.920825,          2.39981171,          2.20215122,         -0.01547704,         20.80951781
,,,,,,  731.400000,   21.926820,          2.39472687,          2.20181074,         -0.01543883,         20.76542559
,,,,,,  731.600000,   21.932816,          2.38965526,          2.20147093,         -0.01540073,         20.72144807
,,,,,,  731.800000,   21.938812,          2.38459683,          2.20113182,         -0.01536275,         20.67758484
,,,,,,  732.000000,   21.944808,          2.37955154,          2.20079338,         -0.01532488,         20.63383551
,,,,,,  732.200000,   21.950804,          2.37451933,          2.20045563,         -0.01528712,         20.59019965
,,,,,,  732.400000,   21.956800,          2.36950016,          2.20011855,         -0.01524947,         20.54667686
,,,,,,  732.600000,   21.962795,          2.36449398,          2.19978215,         -0.01521193,         20.50326673
,,,,,,  732.800000,   21.968791,          2.35950075,          2.19944642,         -0.01517451,         20.45996887
,,,,,,  733.000000,   21.974787,          2.35452042,          2.19911136,         -0.01513719,         20.41678287
,,,,,,  733.200000,   21.980783,          2.34955294,          2.19877698,         -0.01509999,         20.37370833
,,,,,,  733.400000,   21.986779,          2.34459828,          2.19844326,         -0.01506289,         20.33074486
,,,,,,  733.600000,   21.992775,          2.33965637,          2.19811020,         -0.01502591,         20.28789205
,,,,,,  733.800000,   21.998771,          2.33472718,          2.19777782,         -0.01498903,         20.24514953
,,,,,,  734.000000,   22.004766,          2.32981067,          2.19744609,         -0.01495226,         20.20251689
,,,,,,  734.200000,   22.010762,          2.32490678,          2.19711502,         -0.01491560,         20.15999374
,,,,,,  734.400000,   22.016758,          2.32001548,          2.19678461,         -0.01487905,         20.11757970
,,,,,,  734.600000,   22.022754,          2.31513671,          2.19645486,         -0.01484260,         20.07527439
,,,,,,  734.800000,   22.028750,          2.31027043,          2.19612576,         -0.01480626,         20.03307741
,,,,,,  735.000000,   22.034746,          2.30541661,          2.19579731,         -0.01477003,         19.99098838
,,,,,,  735.200000,   22.040742,          2.30057519,          2.19546951,         -0.01473390,         19.94900692
,,,,,,  735.400000,   22.046737,          2.29574613,          2.19514236,         -0.01469788,         19.90713266
,,,,,,  735.600000,   22.052733,          2.29092940,          2.19481586,         -0.01466196,         19.86536522
,,,,,,  735.800000,   22.058729,          2.28612493,          2.19449000,         -0.01462615,         19.82370421
,,,,,,  736.000000,   22.064725,          2.28133270,          2.19416479,         -0.01459044,         19.78214927
,,,,,,  736.200000,   22.070721,          2.27655266,          2.19384021,         -0.01455484,         19.74070003
,,,,,,  736.400000,   22.076717,          2.27178476,          2.19351628,         -0.01451934,         19.69935611
,,,,,,  736.600000,   22.082712,          2.26702897,          2.19319298,         -0.01448394,         19.65811714
,,,,,,  736.800000,   22.088708,          2.26228524,          2.19287032,         -0.01444865,         19.61698276
,,,,,,  737.000000,   22.094704,          2.25755353,          2.19254829,         -0.01441346,         19.57595261
,,,,,,  737.200000,   22.100700,          2.25283379,          2.19222689,         -0.01437837,         19.53502631
,,,,,,  737.400000,   22.106696,          2.24812599,          2.19190612,         -0.01434338,         19.49420351
,,,,,,  737.600000,   22.112692,          2.24343009,          2.19158597,         -0.01430849,         19.45348384
,,,,,,  737.800000,   22.118688,          2.23874603,          2.19126646,         -0.01427371,         19.41286695
,,,,,,  738.000000,   22.124683,          2.23407379,          2.19094757,         -0.01423902,         19.37235248
,,,,,,  738.200000,   22.130679,          2.22941332,          2.19062930,         -0.01420443,         19.33194007
,,,,,,  738.400000,   22.136675,          2.22476458,          2.19031165,         -0.01416995,         19.29162937
,,,,,,  738.600000,   22.142671,          2.22012752,          2.18999462,         -0.01413556,         19.25142003
,,,,,,  738.800000,   22.148667,          2.21550212,          2.18967820,         -0.01410127,         19.21131170
,,,,,,  739.000000,   22.154663,          2.21088832,          2.18936240,         -0.01406708,         19.17130402
,,,,,,  739.200000,   22.160658,          2.20628609,          2.18904722,         -0.01403299,         19.13139665
,,,,,,  739.400000,   22.166654,          2.20169539,          2.18873264,         -0.01399900,         19.09158925
,,,,,,  739.600000,   22.172650,          2.19711618,          2.18841868,         -0.01396511,         19.05188146
,,,,,,  739.800000,   22.178646,          2.19254841,          2.18810532,         -0.01393131,         19.01227295
,,,,,,  740.000000,   22.184642,          2.18799206,          2.18779257,         -0.01389760,         18.97276338
,,,,,,  740.200000,   22.190638,          2.18344708,          2.18748043,         -0.01386400,         18.93335240
,,,,,,  740.400000,   22.196634,          2.17891342,          2.18716888,         -0.01383049,         18.89403968
,,,,,,  740.600000,   22.202629,          2.17439106,          2.18685794,         -0.01379708,         18.85482487
