../../../pdielec -size 0 -size 1 -size 3 -processors 4 -method ap -method bruggeman -matrix ptfe -sigma 5 -ellipsoid 0 0 1 0.5 -csv command1.csv -masses program -program abinit BaTiO3.out -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   0,   65.74,         1.935128,                8177.076262,  1041.1377,     5.0
   1,   65.74,         1.935115,                8177.020635,  1041.1306,     5.0
   2,   65.75,         1.934571,                8174.722771,  1040.8380,     5.0
   3,  198.01,        37.112289,              156821.689833, 19967.1577,     5.0
   4,  198.01,        37.112483,              156822.507130, 19967.2618,     5.0
   5,  198.02,        37.125602,              156877.944975, 19974.3203,     5.0
   6,  270.59,         0.000000,                   0.000141,     0.0000,     5.0
   7,  270.59,         0.000000,                   0.000128,     0.0000,     5.0
   8,  270.59,         0.000000,                   0.000001,     0.0000,     5.0
   9,  279.35,        33.055024,              139677.308047, 17784.2672,     5.0
  10,  279.35,        33.063614,              139713.606233, 17788.8888,     5.0
  11,  279.35,        33.063542,              139713.302190, 17788.8501,     5.0
  12,  493.63,        20.513710,               86682.731944, 11036.7882,     5.0
  13,  493.63,        20.515522,               86690.388406, 11037.7631,     5.0
  14,  493.63,        20.515522,               86690.388408, 11037.7631,     5.0
,,,,,,cm-1,thz,ap_noshape([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),ap_noshape([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1mu),ap_noshape([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/3mu),bruggeman_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1mu),bruggeman_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/3mu),ap_noshape([0 0 1] 0.5)_real_dielectric(vf=0.1),ap_noshape([0 0 1] 0.5)_real_dielectric(vf=0.1/1mu),ap_noshape([0 0 1] 0.5)_real_dielectric(vf=0.1/3mu),bruggeman_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1/1mu),bruggeman_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1/3mu),ap_noshape([0 0 1] 0.5)_imag_dielectric(vf=0.1),ap_noshape([0 0 1] 0.5)_imag_dielectric(vf=0.1/1mu),ap_noshape([0 0 1] 0.5)_imag_dielectric(vf=0.1/3mu),bruggeman_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1/1mu),bruggeman_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1/3mu),ap_noshape([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1),ap_noshape([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1/1mu),ap_noshape([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1/3mu),bruggeman_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1/1mu),bruggeman_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1/3mu)
,,,,,,  240.200000,    7.201015,        144.75644432,        144.75644432,        144.75644432,        104.04969969,        104.70027209,        110.30886152,          1.67759073,          1.67759073,          1.67759073,          2.28004122,          2.27791491,          2.26539644,          0.66200914,          0.66200914,          0.66200914,          0.54849405,          0.55171842,          0.58015299,        328.89652093,        328.89652093,        328.89652093,        236.40801896,        237.88616384,        250.62926182
,,,,,,  240.400000,    7.207011,        142.66060750,        142.66060750,        142.66060750,         97.83680190,         98.44143496,        103.61611476,          1.73012645,          1.73012645,          1.73012645,          2.27614145,          2.27434937,          2.26425941,          0.66129375,          0.66129375,          0.66129375,          0.51445356,          0.51747160,          0.54385022,        324.13463664,        324.13463664,        324.13463664,        222.29189116,        223.66565873,        235.42288440
,,,,,,  240.600000,    7.213007,        140.66861224,        140.66861224,        140.66861224,         91.75055545,         92.31508278,         97.10256503,          1.78260888,          1.78260888,          1.78260888,          2.27500159,          2.27352783,          2.26577151,          0.66067284,          0.66067284,          0.66067284,          0.48156361,          0.48440413,          0.50896651,        319.60868746,        319.60868746,        319.60868746,        208.46352384,        209.74616847,        220.62365487
,,,,,,  240.800000,    7.219002,        138.77426329,        138.77426329,        138.77426329,         85.86208945,         86.39169566,         90.83438610,          1.83504538,          1.83504538,          1.83504538,          2.27633362,          2.27516082,          2.26962747,          0.66014640,          0.66014640,          0.66014640,          0.45010326,          0.45279085,          0.47574603,        315.30459736,        315.30459736,        315.30459736,        195.08452721,        196.28782866,        206.38192454
,,,,,,  241.000000,    7.224998,        136.97188331,        136.97188331,        136.97188331,         80.22842312,         80.72758881,         84.86292855,          1.88744332,          1.88744332,          1.88744332,          2.27981734,          2.27892748,          2.27549706,          0.65971446,          0.65971446,          0.65971446,          0.42028149,          0.42283660,          0.44436263,        311.20946705,        311.20946705,        311.20946705,        182.28445281,        183.41859133,        192.81436545
,,,,,,  241.200000,    7.230994,        135.25626234,        135.25626234,        135.25626234,         74.89110538,         75.36360628,         79.22384147,          1.93981007,          1.93981007,          1.93981007,          2.28512035,          2.28449553,          2.28304468,          0.65937710,          0.65937710,          0.65937710,          0.39223535,          0.39467459,          0.41491988,        307.31145910,        307.31145910,        307.31145910,        170.15770265,        171.23125694,        180.00197475
,,,,,,  241.400000,    7.236990,        133.62261275,        133.62261275,        133.62261275,         69.87648838,         70.32543973,         73.93777439,          1.99215301,          1.99215301,          1.99215301,          2.29191625,          2.29153926,          2.29194634,          0.65913442,          0.65913442,          0.65913442,          0.36603445,          0.36837104,          0.38745707,        303.59969575,        303.59969575,        303.59969575,        158.76415057,        159.78419868,        167.99166958
,,,,,,  241.600000,    7.242986,        132.06652918,        132.06652918,        132.06652918,         65.19726975,         65.62520123,         69.01223089,          2.04447953,          2.04447953,          2.04447953,          2.29989888,          2.29975361,          2.30190249,          0.65898661,          0.65898661,          0.65898661,          0.34169017,          0.34393446,          0.36195934,        300.06416766,        300.06416766,        300.06416766,        148.13264650,        149.10493603,        156.80049857
,,,,,,  241.800000,    7.248982,        130.58395269,        130.58395269,        130.58395269,         60.85480196,         61.26374753,         64.44405518,          2.09679703,          2.09679703,          2.09679703,          2.30879186,          2.30886354,          2.31264612,          0.65893387,          0.65893387,          0.65893387,          0.31916718,          0.32132720,          0.33836955,        296.69565271,        296.69565271,        296.69565271,        138.26626331,        139.19541555,        146.42129160
,,,,,,  242.000000,    7.254977,        129.17113891,        129.17113891,        129.17113891,         56.84168307,         57.23327284,         60.22208278,          2.14911294,          2.14911294,          2.14911294,          2.31835365,          2.31862897,          2.32394647,          0.65897645,          0.65897645,          0.65897645,          0.29839559,          0.30047757,          0.31660026,        293.48564337,        293.48564337,        293.48564337,        129.14818331,        130.03790200,        136.82868215
,,,,,,  242.200000,    7.260973,        127.82462938,        127.82462938,        127.82462938,         53.14425888,         53.51980391,         56.32961428,          2.20143468,          2.20143468,          2.20143468,          2.32837887,          2.32884596,          2.33560936,          0.65911466,          0.65911466,          0.65911466,          0.27928209,          0.28129088,          0.29654447,        290.42628183,        290.42628183,        290.42628183,        120.74738320,        121.60064715,        127.98472807
,,,,,,  242.400000,    7.266969,        126.54122610,        126.54122610,        126.54122610,         49.74480880,         50.10537417,         52.74652244,          2.25376974,          2.25376974,          2.25376974,          2.33869699,          2.33934530,          2.34747515,          0.65934886,          0.65934886,          0.65934886,          0.26171946,          0.26365887,          0.27808447,        287.51030198,        287.51030198,        287.51030198,        113.02360062,        113.84282974,        119.84369886
,,,,,,  242.600000,    7.272965,        125.31796857,        125.31796857,        125.31796857,         46.62331630,         46.96978081,         49.45092109,          2.30612559,          2.30612559,          2.30612559,          2.34916926,          2.34998950,          2.35941523,          0.65967945,          0.65967945,          0.65967945,          0.24559393,          0.24746706,          0.26109872,        284.73097738,        284.73097738,        284.73097738,        105.93135662,        106.71854763,        112.35586769
,,,,,,  242.800000,    7.278961,        124.15211330,        124.15211330,        124.15211330,         43.75881509,         44.09191818,         46.42040764,          2.35850977,          2.35850977,          2.35850977,          2.35968494,          2.36066889,          2.37132804,          0.66010686,          0.66010686,          0.66010686,          0.23079082,          0.23260025,          0.24546674,        282.08207464,        282.08207464,        282.08207464,         99.42301436,        100.17984731,        105.47033429
,,,,,,  243.000000,    7.284957,        123.04111535,        123.04111535,        123.04111535,         41.13035493,         41.45073242,         43.63293431,          2.41092982,          2.41092982,          2.41092982,          2.37015720,          2.37129761,          2.38313484,          0.66063161,          0.66063161,          0.66063161,          0.21719829,          0.21894624,          0.23107249,        279.55781148,        279.55781148,        279.55781148,         93.45097350,         94.17889301,         99.13700465
,,,,,,  243.200000,    7.290953,        121.98261176,        121.98261176,        121.98261176,         38.71765390,         39.02586448,         41.06738022,          2.46339336,          2.46339336,          2.46339336,          2.38051923,          2.38180962,          2.39477588,          0.66125423,          0.66125423,          0.66125423,          0.20470990,          0.20639833,          0.21780645,        277.15281908,        277.15281908,        277.15281908,         87.96915208,         88.66942757,         93.30789066
,,,,,,  243.400000,    7.296948,        120.97440658,        120.97440658,        120.97440658,         36.50150710,         36.79805173,         38.70389540,          2.51590802,          2.51590802,          2.51590802,          2.39072060,          2.39215524,          2.40620683,          0.66197531,          0.66197531,          0.66197531,          0.19322601,          0.19485674,          0.20556677,        274.86210810,        274.86210810,        274.86210810,         82.93391530,         83.60768495,         87.93789185
,,,,,,  243.600000,    7.302944,        120.01445743,        120.01445743,        120.01445743,         34.46401563,         34.74935135,         36.52407925,          2.56848149,          2.56848149,          2.56848149,          2.40072422,          2.40229794,          2.41739584,          0.66279552,          0.66279552,          0.66279552,          0.18265455,          0.18422926,          0.19425973,        272.68103812,        272.68103812,        272.68103812,         78.30459564,         78.95289788,         82.98520077
,,,,,,  243.800000,    7.308940,        119.10086333,        119.10086333,        119.10086333,         32.58868821,         32.86323800,         34.51104380,          2.62112150,          2.62112150,          2.62112150,          2.41050364,          2.41221178,          2.42832093,          0.66371553,          0.66371553,          0.66371553,          0.17291118,          0.17443148,          0.18379977,        270.60528998,        270.60528998,        270.60528998,         74.04372374,         74.66751962,         78.41144685
,,,,,,  244.000000,    7.314936,        118.23185370,        118.23185370,        118.23185370,         30.86045642,         31.12461612,         32.64940047,          2.67383586,          2.67383586,          2.67383586,          2.42004085,          2.42187919,          2.43896790,          0.66473612,          0.66473612,          0.66473612,          0.16391915,          0.16538660,          0.17410921,        268.63084078,        268.63084078,        268.63084078,         70.11706318,         70.71725204,         74.18166615
,,,,,,  244.200000,    7.320932,        117.40577839,        117.40577839,        117.40577839,         29.26563444,         29.51977753,         30.92519876,          2.72663239,          2.72663239,          2.72663239,          2.42932447,          2.43128914,          2.44932865,          0.66585807,          0.66585807,          0.66585807,          0.15560897,          0.15702507,          0.16511779,        266.75394130,        266.75394130,        266.75394130,         66.49351880,         67.07094923,         70.26416218
,,,,,,  244.400000,    7.326928,        116.62109869,        116.62109869,        116.62109869,         27.79184470,         28.03632569,         29.32583689,          2.77951903,          2.77951903,          2.77951903,          2.43834829,          2.44043574,          2.45939976,          0.66708225,          0.66708225,          0.66708225,          0.14791790,          0.14928413,          0.15676214,        264.97109547,        264.97109547,        264.97109547,         63.14496792,         63.70044542,         66.63030287
,,,,,,  244.600000,    7.332924,        115.87637912,        115.87637912,        115.87637912,         26.42792565,         26.66308244,         27.83995858,          2.83250374,          2.83250374,          2.83250374,          2.44711006,          2.44931700,          2.46918140,          0.66840958,          0.66840958,          0.66840958,          0.14078943,          0.14210721,          0.14898522,        263.27904176,        263.27904176,        263.27904176,         60.04605074,         60.58034302,         63.25428594
,,,,,,  244.800000,    7.338919,        115.17027998,        115.17027998,        115.17027998,         25.16383130,         25.38998683,         26.45734491,          2.88559458,          2.88559458,          2.88559458,          2.45561056,          2.45793396,          2.47867645,          0.66984101,          0.66984101,          0.66984101,          0.13417271,          0.13544345,          0.14173570,        261.67473634,        261.67473634,        261.67473634,         57.17394211,         57.68778291,         60.11289333
,,,,,,  245.000000,    7.344915,        114.50155063,        114.50155063,        114.50155063,         23.99052984,         24.20799329,         25.16880747,          2.93879967,          2.93879967,          2.93879967,          2.46385287,          2.46628988,          2.48788981,          0.67137759,          0.67137759,          0.67137759,          0.12802204,          0.12924713,          0.13496741,        260.15533761,        260.15533761,        260.15533761,         54.50812111,         55.00221291,         57.18524830
,,,,,,  245.200000,    7.350911,        113.86902328,        113.86902328,        113.86902328,         22.89990526,         23.10897294,         23.96608615,          2.99212721,          2.99212721,          2.99212721,          2.47184176,          2.47438971,          2.49682781,          0.67302040,          0.67302040,          0.67302040,          0.12229635,          0.12347712,          0.12863883,        258.71819231,        258.71819231,        258.71819231,         52.03014763,         52.50516369,         54.45258338
,,,,,,  245.400000,    7.356907,        113.27160741,        113.27160741,        113.27160741,         21.88466474,         22.08562079,         22.84175385,          3.04558548,          3.04558548,          3.04558548,          2.47958321,          2.48223960,          2.50549786,          0.67477058,          0.67477058,          0.67477058,          0.11695871,          0.11809646,          0.12271261,        257.36082268,        257.36082268,        257.36082268,         49.72345188,         50.18003775,         51.89802367
,,,,,,  245.600000,    7.362903,        112.70828464,        112.70828464,        112.70828464,         20.93825287,         21.13136981,         21.78912887,          3.09918287,          3.09918287,          3.09918287,          2.48708407,          2.48984654,          2.51390805,          0.67662935,          0.67662935,          0.67662935,          0.11197587,          0.11307189,          0.11715510,        256.08091490,        256.08091490,        256.08091490,         47.57313953,         48.01191440,         49.50638788
,,,,,,  245.800000,    7.368899,        112.17810404,        112.17810404,        112.17810404,         20.05477344,         20.24031263,         20.80219532,          3.15292783,          3.15292783,          3.15292783,          2.49435178,          2.49721809,          2.52206690,          0.67859798,          0.67859798,          0.67859798,          0.10731794,          0.10837346,          0.11193596,        254.87630840,        254.87630840,        254.87630840,         45.56581396,         45.98737167,         47.26400750
,,,,,,  246.000000,    7.374894,        111.68017788,        111.68017788,        111.68017788,         19.22891859,         19.40713069,         19.87553146,          3.20682894,          3.20682894,          3.20682894,          2.50139412,          2.50436215,          2.52998320,          0.68067781,          0.68067781,          0.68067781,          0.10295796,          0.10397418,          0.10702784,        253.74498618,        253.74498618,        253.74498618,         43.68941538,         44.09432543,         45.15856396
,,,,,,  246.200000,    7.380890,        111.21367771,        111.21367771,        111.21367771,         18.45590529,         18.62703063,         19.00424547,          3.26089486,          3.26089486,          3.26089486,          2.50821907,          2.51128679,          2.53766582,          0.68287023,          0.68287023,          0.68287023,          0.09887159,          0.09984969,          0.10240599,        252.68506594,        252.68506594,        252.68506594,         41.93307641,         42.32188486,         43.17894273
,,,,,,  246.400000,    7.386886,        110.77783076,        110.77783076,        110.77783076,         17.73141849,         17.89568747,         18.18391818,          3.31513436,          3.31513436,          3.31513436,          2.51483465,          2.51800016,          2.54512360,          0.68517673,          0.68517673,          0.68517673,          0.09503688,          0.09597797,          0.09804804,        251.69479194,        251.69479194,        251.69479194,         40.28699296,         40.66022328,         41.31510314
,,,,,,  246.600000,    7.392882,        110.37191674,        110.37191674,        110.37191674,         17.05156052,         17.20919393,         17.41055212,          3.36955633,          3.36955633,          3.36955633,          2.52124887,          2.52451032,          2.55236528,          0.68759884,          0.68759884,          0.68759884,          0.09143395,          0.09233914,          0.09393373,        250.77252757,        250.77252757,        250.77252757,         38.74230924,         39.10046312,         39.55796265
,,,,,,  246.800000,    7.398878,        109.99526474,        109.99526474,        109.99526474,         16.41280606,         16.56401551,         16.68052627,          3.42416978,          3.42416978,          3.42416978,          2.52746960,          2.53082524,          2.55939943,          0.69013818,          0.69013818,          0.69013818,          0.08804480,          0.08891514,          0.09004466,        249.91674852,        249.91674852,        249.91674852,         37.29101552,         37.63457370,         37.89929411
,,,,,,  247.000000,    7.404874,        109.64725054,        109.64725054,        109.64725054,         15.81196228,         15.95695049,         15.99055600,          3.47898383,          3.47898383,          3.47898383,          2.53350456,          2.53695270,          2.56623437,          0.69279644,          0.69279644,          0.69279644,          0.08485310,          0.08568962,          0.08636413,        249.12603652,        249.12603652,        249.12603652,         35.92585746,         36.25528055,         36.33163456
,,,,,,  247.200000,    7.410870,        109.32729411,        109.32729411,        109.32729411,         15.24613346,         15.38509462,         15.33765747,          3.53400774,          3.53400774,          3.53400774,          2.53936124,          2.54290029,          2.57287820,          0.69557538,          0.69557538,          0.69557538,          0.08184404,          0.08264772,          0.08287693,        248.39907367,        248.39907367,        248.39907367,         34.64025575,         34.95598498,         34.84820455
,,,,,,  247.400000,    7.416865,        109.03485722,        109.03485722,        109.03485722,         14.71268960,         14.84580973,         14.71911621,          3.58925090,          3.58925090,          3.58925090,          2.54504693,          2.54867534,          2.57933874,          0.69847685,          0.69847685,          0.69847685,          0.07900412,          0.07977592,          0.07956921,        247.73463710,        247.73463710,        247.73463710,         33.42823489,         33.73069290,         33.44283658
,,,,,,  247.600000,    7.422861,        108.76944139,        108.76944139,        108.76944139,         14.20923868,         14.33669595,         14.13245914,          3.64472285,          3.64472285,          3.64472285,          2.55056864,          2.55428493,          2.58562350,          0.70150276,          0.70150276,          0.70150276,          0.07632107,          0.07706190,          0.07642833,        247.13159422,        247.13159422,        247.13159422,         32.28436003,         32.57395165,         32.10991168
,,,,,,  247.800000,    7.428857,        108.53058592,        108.53058592,        108.53058592,         13.73360203,         13.85556709,         13.57542989,          3.70043326,          3.70043326,          3.70043326,          2.55593314,          2.55973588,          2.59173973,          0.70465513,          0.70465513,          0.70465513,          0.07378368,          0.07449442,          0.07344272,        246.58889829,        246.58889829,        246.58889829,         31.20368112,         31.48079406,         30.84430322
,,,,,,  248.000000,    7.434853,        108.31786610,        108.31786610,        108.31786610,         13.28379252,         13.40042883,         13.04596686,          3.75639195,          3.75639195,          3.75639195,          2.56114691,          2.56503474,          2.59769437,          0.70793604,          0.70793604,          0.70793604,          0.07138172,          0.07206322,          0.07060182,        246.10558434,        246.10558434,        246.10558434,         30.18168321,         30.44668886,         29.64132707
,,,,,,  248.200000,    7.440849,        108.13089158,        108.13089158,        108.13089158,         12.85799516,         12.96945927,         12.54218367,          3.81260893,          3.81260893,          3.81260893,          2.56621618,          2.57018779,          2.60349404,          0.71134768,          0.71134768,          0.71134768,          0.06910582,          0.06975891,          0.06789594,        245.68076548,        245.68076548,        245.68076548,         29.21424254,         29.46749661,         28.49669729
,,,,,,  248.400000,    7.446845,        107.96930490,        107.96930490,        107.96930490,         12.45454990,         12.56099179,         12.06235221,          3.86909435,          3.86909435,          3.86909435,          2.57114691,          2.57520103,          2.60914512,          0.71489231,          0.71489231,          0.71489231,          0.06694743,          0.06757289,          0.06531617,        245.31362951,        245.31362951,        245.31362951,         28.29758738,         28.53943062,         27.40648746
,,,,,,  248.600000,    7.452841,        107.83278009,        107.83278009,        107.83278009,         12.07193635,         12.17349969,         11.60488603,          3.92585852,          3.92585852,          3.92585852,          2.57594479,          2.58008021,          2.61465368,          0.71857232,          0.71857232,          0.71857232,          0.06489866,          0.06549725,          0.06285436,        245.00343581,        245.00343581,        245.00343581,         27.42826329,         27.65902212,         26.36709308
,,,,,,  248.800000,    7.458836,        107.72102142,        107.72102142,        107.72102142,         11.70876016,         11.80558260,         11.16832835,          3.98291197,          3.98291197,          3.98291197,          2.58061529,          2.58483082,          2.62002552,          0.72239015,          0.72239015,          0.72239015,          0.06295231,          0.06352477,          0.06050297,        244.74951248,        244.74951248,        244.74951248,         26.60310219,         26.82308939,         25.37520423
,,,,,,  249.000000,    7.464832,        107.63376228,        107.63376228,        107.63376228,         11.36374085,         11.45595432,         10.75133867,          4.04026538,          4.04026538,          4.04026538,          2.58516358,          2.58945809,          2.62526617,          0.72634837,          0.72634837,          0.72634837,          0.06110173,          0.06164876,          0.05825508,        244.55125377,        244.55125377,        244.55125377,         25.81919478,         26.02871007,         24.42777522
,,,,,,  249.200000,    7.470828,        107.57076415,        107.57076415,        107.57076415,         11.03570106,         11.12343198,         10.35268213,          4.09792964,          4.09792964,          4.09792964,          2.58959464,          2.59396704,          2.63038093,          0.73044966,          0.73044966,          0.73044966,          0.05934081,          0.05986308,          0.05610429,        244.40811772,        244.40811772,        244.40811772,         25.07386598,         25.27319661,         23.52200036
,,,,,,  249.400000,    7.476824,        107.53181562,        107.53181562,        107.53181562,         10.72355681,         10.80692660,          9.97121976,          4.15591584,          4.15591584,          4.15591584,          2.59391319,          2.59836243,          2.63537482,          0.73469679,          0.73469679,          0.73469679,          0.05766392,          0.05816209,          0.05404469,        244.31962400,        244.31962400,        244.31962400,         24.36465294,         24.55407480,         22.65529181
,,,,,,  249.600000,    7.482820,        107.51673156,        107.51673156,        107.51673156,         10.42630912,         10.50543353,          9.60589967,          4.21423527,          4.21423527,          4.21423527,          2.59812374,          2.60264881,          2.64025266,          0.73909264,          0.73909264,          0.73909264,          0.05606585,          0.05654055,          0.05207083,        244.28535199,        244.28535199,        244.28535199,         23.68928591,         23.86906196,         21.82525964
,,,,,,  249.800000,    7.488816,        107.52535236,        107.52535236,        107.52535236,         10.14303535,         10.21802602,          9.25574927,          4.27289947,          4.27289947,          4.27289947,          2.60223060,          2.60683051,          2.64501903,          0.74364023,          0.74364023,          0.74364023,          0.05454180,          0.05499362,          0.05017765,        244.30493903,        244.30493903,        244.30493903,         23.04566855,         23.21605249,         21.02969403
,,,,,,  250.000000,    7.494811,        107.55754321,        107.55754321,        107.55754321,          9.87288359,          9.94384742,          8.91986818,          4.33192016,          4.33192016,          4.33192016,          2.60623786,          2.61091167,          2.64967829,          0.74834268,          0.74834268,          0.74834268,          0.05308731,          0.05351685,          0.04836044,        244.37807883,        244.37807883,        244.37807883,         22.43186533,         22.59309999,         20.26654927
,,,,,,  250.200000,    7.500807,        107.61319350,        107.61319350,        107.61319350,          9.61506558,          9.68210510,          8.59742192,          4.39130933,          4.39130933,          4.39130933,          2.61014944,          2.61489623,          2.65423462,          0.75320324,          0.75320324,          0.75320324,          0.05169828,          0.05210609,          0.04661488,        244.50452009,        244.50452009,        244.50452009,         21.84608521,         21.99840357,         19.53392937
,,,,,,  250.400000,    7.506803,        107.69221628,        107.69221628,        107.69221628,          9.36885125,          9.43206486,          8.28763621,          4.45107920,          4.45107920,          4.45107920,          2.61396906,          2.61878794,          2.65869199,          0.75822528,          0.75822528,          0.75822528,          0.05037089,          0.05075750,          0.04493690,        244.68406524,        244.68406524,        244.68406524,         21.28666945,         21.43029509,         18.83007509
,,,,,,  250.600000,    7.512799,        107.79454776,        107.79454776,        107.79454776,          9.13356373,          9.19304589,          7.98979183,          4.51124225,          4.51124225,          4.51124225,          2.61770027,          2.62259040,          2.66305420,          0.76341233,          0.76341233,          0.76341233,          0.04910158,          0.04946752,          0.04332274,        244.91656934,        244.91656934,        244.91656934,         20.75208015,         20.88722768,         18.15335232
,,,,,,  250.800000,    7.518795,        107.92014690,        107.92014690,        107.92014690,          8.90857478,          8.96441617,          7.70321996,          4.57181122,          4.57181122,          4.57181122,          2.62134647,          2.62630702,          2.66732485,          0.76876802,          0.76876802,          0.76876802,          0.04788706,          0.04823283,          0.04176892,        245.20193917,        245.20193917,        245.20193917,         20.24088990,         20.36776535,         17.50224149
,,,,,,  251.000000,    7.524791,        108.06899507,        108.06899507,        108.06899507,          8.69330068,          8.74558839,          7.42729805,          4.63279913,          4.63279913,          4.63279913,          2.62491087,          2.62994105,          2.67150740,          0.77429616,          0.77429616,          0.77429616,          0.04672428,          0.04705035,          0.04027215,        245.54013238,        245.54013238,        245.54013238,         19.75177245,         19.87057369,         16.87532807
,,,,,,  251.200000,    7.530787,        108.24109573,        108.24109573,        108.24109573,          8.48719852,          8.53601619,          7.16144596,          4.69421928,          4.69421928,          4.69421928,          2.62839658,          2.63349561,          2.67560515,          0.78000069,          0.78000069,          0.78000069,          0.04561038,          0.04591722,          0.03882940,        245.93115682,        245.93115682,        245.93115682,         19.28349428,         19.39441136,         16.27129398
,,,,,,  251.400000,    7.536782,        108.43647418,        108.43647418,        108.43647418,          8.28976284,          8.33519085,          6.90512257,          4.75608526,          4.75608526,          4.75608526,          2.63180652,          2.63697367,          2.67962124,          0.78588572,          0.78588572,          0.78588572,          0.04454270,          0.04483076,          0.03743783,        246.37506999,        246.37506999,        246.37506999,         18.83490694,         18.93812247,         15.68890974
,,,,,,  251.600000,    7.542778,        108.65517739,        108.65517739,        108.65517739,          8.10052259,          8.14263818,          6.65782264,          4.81841098,          4.81841098,          4.81841098,          2.63514350,          2.64037805,          2.68355867,          0.79195551,          0.79195551,          0.79195551,          0.04351876,          0.04378846,          0.03609476,        246.87197862,        246.87197862,        246.87197862,         18.40494018,         18.50062966,         15.12702743
,,,,,,  251.800000,    7.548774,        108.89727387,        108.89727387,        108.89727387,          7.91903837,          7.95791579,          6.41907400,          4.88121066,          4.88121066,          4.88121066,          2.63841021,          2.64371146,          2.68742032,          0.79821450,          0.79821450,          0.79821450,          0.04253625,          0.04278801,          0.03479772,        247.42203833,        247.42203833,        247.42203833,         17.99259563,         18.08092778,         14.58457422
,,,,,,  252.000000,    7.554770,        109.16285354,        109.16285354,        109.16285354,          7.74489990,          7.78061055,          6.18843495,          4.94449885,          4.94449885,          4.94449885,          2.64160921,          2.64697648,          2.69120893,          0.80466729,          0.80466729,          0.80466729,          0.04159300,          0.04182721,          0.03354437,        248.02545347,        248.02545347,        248.02545347,         17.59694114,         17.67807819,         14.06054657
,,,,,,  252.200000,    7.560766,        109.45202775,        109.45202775,        109.45202775,          7.57772377,          7.61033633,          5.96549195,          5.00829046,          5.00829046,          5.00829046,          2.64474293,          2.65017558,          2.69492711,          0.81131868,          0.81131868,          0.81131868,          0.04068698,          0.04090404,          0.03233253,        248.68247701,        248.68247701,        248.68247701,         17.21710559,         17.29120354,         13.55400484
,,,,,,  252.400000,    7.566762,        109.76492926,        109.76492926,        109.76492926,          7.41715137,          7.44673190,          5.74985743,          5.07260073,          5.07260073,          5.07260073,          2.64781372,          2.65331112,          2.69857739,          0.81817366,          0.81817366,          0.81817366,          0.03981631,          0.04001658,          0.03116015,        249.39341059,        249.39341059,        249.39341059,         16.85227413,         16.91948310,         13.06406850
,,,,,,  252.600000,    7.572757,        110.10171229,        110.10171229,        110.10171229,          7.26284695,          7.28945901,          5.54116791,          5.13744529,          5.13744529,          5.13744529,          2.65082381,          2.65638535,          2.70216215,          0.82523740,          0.82523740,          0.82523740,          0.03897920,          0.03916305,          0.03002531,        250.15860462,        250.15860462,        250.15860462,         16.50168395,         16.56214838,         12.58991166
,,,,,,  252.800000,    7.578753,        110.46255266,        110.46255266,        110.46255266,          7.11449593,          7.13820073,          5.33908215,          5.20284016,          5.20284016,          5.20284016,          2.65377534,          2.65940042,          2.70568369,          0.83251531,          0.83251531,          0.83251531,          0.03817399,          0.03834176,          0.02892620,        250.97845858,        250.97845858,        250.97845858,         16.16462031,         16.21847922,         12.13075903
,,,,,,  253.000000,    7.584749,        110.84764793,        110.84764793,        110.84764793,          6.97180332,          6.99265976,          5.14327958,          5.26880174,          5.26880174,          5.26880174,          2.65667034,          2.66235841,          2.70914421,          0.84001298,          0.84001298,          0.84001298,          0.03739912,          0.03755114,          0.02786112,        251.85342132,        251.85342132,        251.85342132,         15.84041296,         15.88780021,         11.68588223
