../../../pdielec -program castep phonon -vmin 300 -vmax 800 -sphere -vf 0.01 -vf 0.1 -vf 0.2 -method maxwell -method mie -size 0 -size 0.1 -size 1.2 -sigma 5 -csv command.csv
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
   4,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
   5,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
,,,,,,cm-1,thz,maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.01),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.01/0.1mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.01/1.2mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/0.1mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1.2mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2/0.1mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2/1.2mu),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.01),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.01/0.1mu),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.01/1.2mu),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/0.1mu),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1.2mu),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2/0.1mu),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2/1.2mu),maxwell_sphere_real_dielectric(vf=0.01),maxwell_sphere_real_dielectric(vf=0.01/0.1mu),maxwell_sphere_real_dielectric(vf=0.01/1.2mu),maxwell_sphere_real_dielectric(vf=0.1),maxwell_sphere_real_dielectric(vf=0.1/0.1mu),maxwell_sphere_real_dielectric(vf=0.1/1.2mu),maxwell_sphere_real_dielectric(vf=0.2),maxwell_sphere_real_dielectric(vf=0.2/0.1mu),maxwell_sphere_real_dielectric(vf=0.2/1.2mu),mie_sphere_real_dielectric(vf=0.01),mie_sphere_real_dielectric(vf=0.01/0.1mu),mie_sphere_real_dielectric(vf=0.01/1.2mu),mie_sphere_real_dielectric(vf=0.1),mie_sphere_real_dielectric(vf=0.1/0.1mu),mie_sphere_real_dielectric(vf=0.1/1.2mu),mie_sphere_real_dielectric(vf=0.2),mie_sphere_real_dielectric(vf=0.2/0.1mu),mie_sphere_real_dielectric(vf=0.2/1.2mu),maxwell_sphere_imag_dielectric(vf=0.01),maxwell_sphere_imag_dielectric(vf=0.01/0.1mu),maxwell_sphere_imag_dielectric(vf=0.01/1.2mu),maxwell_sphere_imag_dielectric(vf=0.1),maxwell_sphere_imag_dielectric(vf=0.1/0.1mu),maxwell_sphere_imag_dielectric(vf=0.1/1.2mu),maxwell_sphere_imag_dielectric(vf=0.2),maxwell_sphere_imag_dielectric(vf=0.2/0.1mu),maxwell_sphere_imag_dielectric(vf=0.2/1.2mu),mie_sphere_imag_dielectric(vf=0.01),mie_sphere_imag_dielectric(vf=0.01/0.1mu),mie_sphere_imag_dielectric(vf=0.01/1.2mu),mie_sphere_imag_dielectric(vf=0.1),mie_sphere_imag_dielectric(vf=0.1/0.1mu),mie_sphere_imag_dielectric(vf=0.1/1.2mu),mie_sphere_imag_dielectric(vf=0.2),mie_sphere_imag_dielectric(vf=0.2/0.1mu),mie_sphere_imag_dielectric(vf=0.2/1.2mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.01),maxwell_sphere_absorption_coefficent_cm-1(vf=0.01/0.1mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.01/1.2mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/0.1mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/1.2mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.2),maxwell_sphere_absorption_coefficent_cm-1(vf=0.2/0.1mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.2/1.2mu),mie_sphere_absorption_coefficent_cm-1(vf=0.01),mie_sphere_absorption_coefficent_cm-1(vf=0.01/0.1mu),mie_sphere_absorption_coefficent_cm-1(vf=0.01/1.2mu),mie_sphere_absorption_coefficent_cm-1(vf=0.1),mie_sphere_absorption_coefficent_cm-1(vf=0.1/0.1mu),mie_sphere_absorption_coefficent_cm-1(vf=0.1/1.2mu),mie_sphere_absorption_coefficent_cm-1(vf=0.2),mie_sphere_absorption_coefficent_cm-1(vf=0.2/0.1mu),mie_sphere_absorption_coefficent_cm-1(vf=0.2/1.2mu)
,,,,,,  759.400000,   22.766239,          0.59293924,          0.59248579,          0.27965289,          0.58645137,          0.58600416,          0.27666995,          0.58084101,          0.58039880,          0.27406650,          0.59374359,          0.59404254,          2.16330417,          0.59374359,          0.59404254,          2.16330417,          0.59374359,          0.59404254,          2.16330417,          1.98361981,          1.98362354,          1.98408810,          1.84012458,          1.84016005,          1.84458989,          1.68854466,          1.68861197,          1.69702652,          2.01645871,          2.01644112,          2.01470504,          2.16762078,          2.16743834,          2.14945578,          2.34198300,          2.34160372,          2.30425690,          0.00034945,          0.00034919,          0.00016484,          0.00332894,          0.00332643,          0.00157240,          0.00631676,          0.00631208,          0.00298800,         -0.00035281,         -0.00035299,         -0.00128491,         -0.00365798,         -0.00365966,         -0.01327193,         -0.00760451,         -0.00760773,         -0.02748342,          0.51415616,          0.51376295,          0.24249577,          5.08530321,          5.08142536,          2.39909168,         10.07330814,         10.06563897,          4.75303261,          0.51485363,          0.51511287,          1.87586870,          5.14853634,          5.15112867,         18.75868696,         10.29707268,         10.30225734,         37.51737393
,,,,,,  759.600000,   22.772235,          0.59197241,          0.59152014,          0.27943140,          0.58550479,          0.58505875,          0.27645521,          0.57990882,          0.57946776,          0.27385628,          0.59277408,          0.59307283,          2.15890247,          0.59277408,          0.59307283,          2.15890247,          0.59277408,          0.59307283,          2.15890247,          1.98364774,          1.98365145,          1.98411466,          1.84039058,          1.84042596,          1.84484329,          1.68904945,          1.68911658,          1.69750808,          2.01643052,          2.01641298,          2.01468193,          2.16732852,          2.16714661,          2.14921723,          2.34137545,          2.34099730,          2.30376312,          0.00034879,          0.00034853,          0.00016466,          0.00332293,          0.00332043,          0.00157087,          0.00630590,          0.00630123,          0.00298534,         -0.00035214,         -0.00035232,         -0.00128195,         -0.00365079,         -0.00365248,         -0.01324070,         -0.00758911,         -0.00759232,         -0.02741734,          0.51331779,          0.51292561,          0.24230371,          5.07709510,          5.07322736,          2.39722958,         10.05714147,         10.04949225,          4.74938695,          0.51401294,          0.51427200,          1.87205184,          5.14012943,          5.14271999,         18.72051841,         10.28025885,         10.28543998,         37.44103682
,,,,,,  759.800000,   22.778231,          0.59100810,          0.59055703,          0.27921055,          0.58456067,          0.58411579,          0.27624108,          0.57897905,          0.57853914,          0.27364667,          0.59180712,          0.59210566,          2.15451056,          0.59180712,          0.59210566,          2.15451056,          0.59180712,          0.59210566,          2.15451056,          1.98367561,          1.98367931,          1.98414118,          1.84065611,          1.84069139,          1.84509626,          1.68955338,          1.68962032,          1.69798884,          2.01640239,          2.01638489,          2.01465887,          2.16703683,          2.16685545,          2.14897910,          2.34076912,          2.34039210,          2.30327021,          0.00034814,          0.00034787,          0.00016449,          0.00331694,          0.00331445,          0.00156935,          0.00629508,          0.00629042,          0.00298270,         -0.00035147,         -0.00035165,         -0.00127900,         -0.00364363,         -0.00364532,         -0.01320955,         -0.00757376,         -0.00757697,         -0.02735143,          0.51248161,          0.51209047,          0.24211220,          5.06890833,          5.06505069,          2.39537275,         10.04101687,         10.03338755,          4.74575170,          0.51317446,          0.51343334,          1.86824348,          5.13174458,          5.13433336,         18.68243484,         10.26348916,         10.26866672,         37.36486968
,,,,,,  760.000000,   22.784227,          0.59004633,          0.58959644,          0.27899031,          0.58361900,          0.58317528,          0.27602755,          0.57805170,          0.57761293,          0.27343765,          0.59084269,          0.59114103,          2.15012843,          0.59084269,          0.59114103,          2.15012843,          0.59084269,          0.59114103,          2.15012843,          1.98370342,          1.98370711,          1.98416764,          1.84092116,          1.84095634,          1.84534877,          1.69005644,          1.69012320,          1.69846880,          2.01637430,          2.01635686,          2.01463584,          2.16674571,          2.16656486,          2.14874137,          2.34016402,          2.33978813,          2.30277816,          0.00034748,          0.00034722,          0.00016432,          0.00331096,          0.00330848,          0.00156783,          0.00628427,          0.00627963,          0.00298006,         -0.00035080,         -0.00035098,         -0.00127606,         -0.00363650,         -0.00363818,         -0.01317849,         -0.00755845,         -0.00756166,         -0.02728570,          0.51164762,          0.51125751,          0.24192123,          5.06074284,          5.05689525,          2.39352117,         10.02493419,         10.01732469,          4.74212680,          0.51233817,          0.51259687,          1.86444360,          5.12338172,          5.12596869,         18.64443600,         10.24676344,         10.25193738,         37.28887200
,,,,,,  760.200000,   22.790223,          0.58908707,          0.58863836,          0.27877070,          0.58267977,          0.58223722,          0.27581462,          0.57712676,          0.57668913,          0.27322923,          0.58988079,          0.59017891,          2.14575604,          0.58988079,          0.59017891,          2.14575604,          0.58988079,          0.59017891,          2.14575604,          1.98373119,          1.98373487,          1.98419406,          1.84118574,          1.84122081,          1.84560085,          1.69055863,          1.69062522,          1.69894796,          2.01634627,          2.01632888,          2.01461285,          2.16645516,          2.16627484,          2.14850404,          2.33956015,          2.33918537,          2.30228697,          0.00034683,          0.00034656,          0.00016415,          0.00330500,          0.00330252,          0.00156631,          0.00627350,          0.00626887,          0.00297742,         -0.00035014,         -0.00035031,         -0.00127312,         -0.00362938,         -0.00363106,         -0.01314750,         -0.00754318,         -0.00754639,         -0.02722015,          0.51081582,          0.51042673,          0.24173079,          5.05259854,          5.04876097,          2.39167481,         10.00889328,         10.00130355,          4.73851222,          0.51150408,          0.51176259,          1.86065216,          5.11504077,          5.11762591,         18.60652164,         10.23008154,         10.23525183,         37.21304328
,,,,,,  760.400000,   22.796219,          0.58813031,          0.58768278,          0.27855171,          0.58174299,          0.58130158,          0.27560229,          0.57620422,          0.57576772,          0.27302140,          0.58892140,          0.58921932,          2.14139336,          0.58892140,          0.58921932,          2.14139336,          0.58892140,          0.58921932,          2.14139336,          1.98375890,          1.98376257,          1.98422043,          1.84144983,          1.84148481,          1.84585249,          1.69105997,          1.69112638,          1.69942632,          2.01631830,          2.01630095,          2.01458990,          2.16616518,          2.16598538,          2.14826712,          2.33895749,          2.33858383,          2.30179665,          0.00034618,          0.00034591,          0.00016398,          0.00329906,          0.00329659,          0.00156480,          0.00626275,          0.00625813,          0.00297479,         -0.00034947,         -0.00034965,         -0.00127019,         -0.00362228,         -0.00362396,         -0.01311660,         -0.00752797,         -0.00753117,         -0.02715476,          0.50998619,          0.50959812,          0.24154090,          5.04447535,          5.04064779,          2.38983366,          9.99289399,          9.98532397,          4.73490793,          0.51067216,          0.51093049,          1.85686915,          5.10672165,          5.10930494,         18.56869150,         10.21344330,         10.21860989,         37.13738301
,,,,,,  760.600000,   22.802214,          0.58717606,          0.58672970,          0.27833334,          0.58080862,          0.58036837,          0.27539056,          0.57528407,          0.57484871,          0.27281416,          0.58796453,          0.58826222,          2.13704037,          0.58796453,          0.58826222,          2.13704037,          0.58796453,          0.58826222,          2.13704037,          1.98378656,          1.98379022,          1.98424675,          1.84171345,          1.84174834,          1.84610369,          1.69156045,          1.69162668,          1.69990389,          2.01629037,          2.01627308,          2.01456699,          2.16587576,          2.16569649,          2.14803060,          2.33835605,          2.33798350,          2.30130719,          0.00034553,          0.00034526,          0.00016381,          0.00329313,          0.00329066,          0.00156330,          0.00625203,          0.00624742,          0.00297217,         -0.00034881,         -0.00034899,         -0.00126727,         -0.00361520,         -0.00361688,         -0.01308577,         -0.00751279,         -0.00751600,         -0.02708956,          0.50915872,          0.50877167,          0.24135154,          5.03637322,          5.03255561,          2.38799770,          9.97693617,          9.96938580,          4.73131387,          0.50984243,          0.51010057,          1.85309453,          5.09842428,          5.10100571,         18.53094534,         10.19684856,         10.20201141,         37.06189068
,,,,,,  760.800000,   22.808210,          0.58622429,          0.58577910,          0.27811558,          0.57987668,          0.57943757,          0.27517943,          0.57436630,          0.57393207,          0.27260751,          0.58701015,          0.58730763,          2.13269703,          0.58701015,          0.58730763,          2.13269703,          0.58701015,          0.58730763,          2.13269703,          1.98381417,          1.98381782,          1.98427303,          1.84197660,          1.84201139,          1.84635446,          1.69206007,          1.69212612,          1.70038067,          2.01626250,          2.01624525,          2.01454412,          2.16558692,          2.16540817,          2.14779449,          2.33775582,          2.33738438,          2.30081858,          0.00034488,          0.00034462,          0.00016363,          0.00328721,          0.00328476,          0.00156179,          0.00624134,          0.00623674,          0.00296955,         -0.00034815,         -0.00034833,         -0.00126435,         -0.00360814,         -0.00360982,         -0.01305502,         -0.00749766,         -0.00750087,         -0.02702452,          0.50833342,          0.50794738,          0.24116272,          5.02829205,          5.02448438,          2.38616691,          9.96101967,          9.95348889,          4.72773001,          0.50901486,          0.50927281,          1.84932829,          5.09014859,          5.09272812,         18.49328290,         10.18029718,         10.18545624,         36.98656581
,,,,,,  761.000000,   22.814206,          0.58527501,          0.58483099,          0.27789843,          0.57894715,          0.57850918,          0.27496889,          0.57345091,          0.57301780,          0.27240145,          0.58605827,          0.58635552,          2.12836332,          0.58605827,          0.58635552,          2.12836332,          0.58605827,          0.58635552,          2.12836332,          1.98384173,          1.98384536,          1.98429925,          1.84223928,          1.84227397,          1.84660478,          1.69255884,          1.69262471,          1.70085666,          2.01623468,          2.01621749,          2.01452128,          2.16529863,          2.16512040,          2.14755877,          2.33715679,          2.33678647,          2.30033083,          0.00034423,          0.00034397,          0.00016347,          0.00328132,          0.00327887,          0.00156029,          0.00623067,          0.00622609,          0.00296694,         -0.00034749,         -0.00034767,         -0.00126144,         -0.00360111,         -0.00360278,         -0.01302436,         -0.00748258,         -0.00748578,         -0.02695966,          0.50751026,          0.50712524,          0.24097442,          5.02023177,          5.01643401,          2.38434126,          9.94514434,          9.93763309,          4.72415631,          0.50818945,          0.50844721,          1.84557039,          5.08189450,          5.08447212,         18.45570394,         10.16378899,         10.16894423,         36.91140788
,,,,,,  761.200000,   22.820202,          0.58432819,          0.58388534,          0.27768190,          0.57802002,          0.57758319,          0.27475895,          0.57253788,          0.57210590,          0.27219597,          0.58510886,          0.58540590,          2.12403921,          0.58510886,          0.58540590,          2.12403921,          0.58510886,          0.58540590,          2.12403921,          1.98386923,          1.98387286,          1.98432543,          1.84250149,          1.84253607,          1.84685468,          1.69305676,          1.69312245,          1.70133185,          2.01620692,          2.01618977,          2.01449848,          2.16501091,          2.16483320,          2.14732346,          2.33655897,          2.33618975,          2.29984393,          0.00034359,          0.00034333,          0.00016330,          0.00327543,          0.00327299,          0.00155880,          0.00622003,          0.00621546,          0.00296434,         -0.00034684,         -0.00034701,         -0.00125854,         -0.00359409,         -0.00359577,         -0.01299377,         -0.00746754,         -0.00747074,         -0.02689497,          0.50668925,          0.50630523,          0.24078666,          5.01219232,          5.00840443,          2.38252074,          9.92931005,          9.92181827,          4.72059273,          0.50736619,          0.50762376,          1.84182082,          5.07366192,          5.07623761,         18.41820821,         10.14732385,         10.15247521,         36.83641641
,,,,,,  761.400000,   22.826198,          0.58338384,          0.58294215,          0.27746597,          0.57709528,          0.57665958,          0.27454959,          0.57162721,          0.57119635,          0.27199107,          0.58416193,          0.58445874,          2.11972466,          0.58416193,          0.58445874,          2.11972466,          0.58416193,          0.58445874,          2.11972466,          1.98389669,          1.98390030,          1.98435156,          1.84276322,          1.84279771,          1.84710413,          1.69355383,          1.69361934,          1.70180626,          2.01617921,          2.01616210,          2.01447572,          2.16472374,          2.16454655,          2.14708855,          2.33596235,          2.33559423,          2.29935789,          0.00034294,          0.00034268,          0.00016313,          0.00326957,          0.00326713,          0.00155731,          0.00620942,          0.00620486,          0.00296174,         -0.00034618,         -0.00034636,         -0.00125565,         -0.00358709,         -0.00358877,         -0.01296326,         -0.00745254,         -0.00745574,         -0.02683045,          0.50587037,          0.50548736,          0.24059942,          5.00417362,          5.00039557,          2.38070533,          9.91351664,          9.90604426,          4.71703924,          0.50654508,          0.50680245,          1.83807954,          5.06545079,          5.06802452,         18.38079545,         10.13090159,         10.13604905,         36.76159090
,,,,,,  761.600000,   22.832194,          0.58244195,          0.58200141,          0.27725065,          0.57617292,          0.57573836,          0.27434082,          0.57071889,          0.57028914,          0.27178675,          0.58321747,          0.58351405,          2.11541966,          0.58321747,          0.58351405,          2.11541966,          0.58321747,          0.58351405,          2.11541966,          1.98392409,          1.98392769,          1.98437765,          1.84302449,          1.84305888,          1.84735316,          1.69405005,          1.69411538,          1.70227989,          2.01615154,          2.01613449,          2.01445299,          2.16443714,          2.16426047,          2.14685403,          2.33536693,          2.33499991,          2.29887269,          0.00034230,          0.00034204,          0.00016296,          0.00326372,          0.00326128,          0.00155582,          0.00619883,          0.00619428,          0.00295915,         -0.00034553,         -0.00034570,         -0.00125276,         -0.00358011,         -0.00358179,         -0.01293283,         -0.00743759,         -0.00744079,         -0.02676610,          0.50505363,          0.50467162,          0.24041271,          4.99617559,          4.99240735,          2.37889501,          9.89776396,          9.89031094,          4.71349578,          0.50572610,          0.50598328,          1.83434654,          5.05726103,          5.05983279,         18.34346543,         10.11452206,         10.11966557,         36.68693085
,,,,,,  761.800000,   22.838189,          0.58150250,          0.58106311,          0.27703593,          0.57525294,          0.57481951,          0.27413263,          0.56981291,          0.56938427,          0.27158300,          0.58227546,          0.58257181,          2.11112417,          0.58227546,          0.58257181,          2.11112417,          0.58227546,          0.58257181,          2.11112417,          1.98395144,          1.98395504,          1.98440369,          1.84328529,          1.84331959,          1.84760175,          1.69454542,          1.69461058,          1.70275273,          2.01612394,          2.01610693,          2.01443031,          2.16415109,          2.16397493,          2.14661991,          2.33477271,          2.33440677,          2.29838834,          0.00034166,          0.00034140,          0.00016279,          0.00325788,          0.00325545,          0.00155434,          0.00618827,          0.00618373,          0.00295657,         -0.00034488,         -0.00034505,         -0.00124988,         -0.00357316,         -0.00357483,         -0.01290247,         -0.00742269,         -0.00742588,         -0.02670192,          0.50423900,          0.50385799,          0.24022652,          4.98819816,          4.98443971,          2.37708975,          9.88205188,          9.87461814,          4.70996232,          0.50490926,          0.50516623,          1.83062179,          5.04909256,          5.05166232,         18.30621789,         10.09818512,         10.10332464,         36.61243579
,,,,,,  762.000000,   22.844185,          0.58056548,          0.58012724,          0.27682181,          0.57433533,          0.57390302,          0.27392502,          0.56890926,          0.56848173,          0.27137983,          0.58133589,          0.58163201,          2.10683817,          0.58133589,          0.58163201,          2.10683817,          0.58133589,          0.58163201,          2.10683817,          1.98397874,          1.98398233,          1.98442968,          1.84354562,          1.84357982,          1.84784991,          1.69503995,          1.69510493,          1.70322479,          2.01609638,          2.01607942,          2.01440766,          2.16386560,          2.16368995,          2.14638619,          2.33417967,          2.33381482,          2.29790483,          0.00034102,          0.00034077,          0.00016262,          0.00325206,          0.00324964,          0.00155285,          0.00617774,          0.00617321,          0.00295399,         -0.00034423,         -0.00034440,         -0.00124701,         -0.00356622,         -0.00356789,         -0.01287220,         -0.00740782,         -0.00741102,         -0.02663791,          0.50342648,          0.50304647,          0.24004085,          4.98024125,          4.97649256,          2.37528954,          9.86638024,          9.85896574,          4.70643882,          0.50409453,          0.50435130,          1.82690526,          5.04094531,          5.04351305,         18.26905260,         10.08189061,         10.08702609,         36.53810521
,,,,,,  762.200000,   22.850181,          0.57963090,          0.57919380,          0.27660829,          0.57342008,          0.57298889,          0.27371800,          0.56800794,          0.56758151,          0.27117724,          0.58039876,          0.58069465,          2.10256162,          0.58039876,          0.58069465,          2.10256162,          0.58039876,          0.58069465,          2.10256162,          1.98400599,          1.98400956,          1.98445562,          1.84380549,          1.84383960,          1.84809765,          1.69553364,          1.69559844,          1.70369607,          2.01606887,          2.01605197,          2.01438505,          2.16358066,          2.16340553,          2.14615286,          2.33358782,          2.33322406,          2.29742216,          0.00034039,          0.00034013,          0.00016246,          0.00324625,          0.00324384,          0.00155138,          0.00616723,          0.00616272,          0.00295142,         -0.00034358,         -0.00034376,         -0.00124415,         -0.00355930,         -0.00356097,         -0.01284200,         -0.00739300,         -0.00739619,         -0.02657407,          0.50261608,          0.50223706,          0.23985570,          4.97230481,          4.96856583,          2.37349435,          9.85074891,          9.84335358,          4.70292525,          0.50328192,          0.50353849,          1.82319693,          5.03281919,          5.03538490,         18.23196931,         10.06563838,         10.07076979,         36.46393863
,,,,,,  762.400000,   22.856177,          0.57869873,          0.57826278,          0.27639537,          0.57250717,          0.57207710,          0.27351155,          0.56710893,          0.56668361,          0.27097521,          0.57946407,          0.57975971,          2.09829450,          0.57946407,          0.57975971,          2.09829450,          0.57946407,          0.57975971,          2.09829450,          1.98403319,          1.98403675,          1.98448151,          1.84406490,          1.84409891,          1.84834495,          1.69602649,          1.69609112,          1.70416658,          2.01604142,          2.01602456,          2.01436247,          2.16329627,          2.16312165,          2.14591993,          2.33299715,          2.33263447,          2.29694033,          0.00033975,          0.00033950,          0.00016229,          0.00324046,          0.00323806,          0.00154990,          0.00615675,          0.00615225,          0.00294886,         -0.00034294,         -0.00034311,         -0.00124129,         -0.00355240,         -0.00355407,         -0.01281188,         -0.00737823,         -0.00738142,         -0.02651040,          0.50180776,          0.50142974,          0.23967107,          4.96438874,          4.96065947,          2.37170418,          9.83515774,          9.82778152,          4.69942156,          0.50247141,          0.50272778,          1.81949678,          5.02471414,          5.02727779,         18.19496778,         10.04942829,         10.05455558,         36.38993557
,,,,,,  762.600000,   22.862173,          0.57776897,          0.57733416,          0.27618304,          0.57159661,          0.57116766,          0.27330568,          0.56621223,          0.56578800,          0.27077375,          0.57853179,          0.57882720,          2.09403678,          0.57853179,          0.57882720,          2.09403678,          0.57853179,          0.57882720,          2.09403678,          1.98406033,          1.98406389,          1.98450736,          1.84432384,          1.84435776,          1.84859183,          1.69651850,          1.69658295,          1.70463631,          2.01601402,          2.01599721,          2.01433993,          2.16301244,          2.16283832,          2.14568739,          2.33240766,          2.33204606,          2.29645934,          0.00033912,          0.00033887,          0.00016212,          0.00323469,          0.00323229,          0.00154844,          0.00614629,          0.00614180,          0.00294630,         -0.00034229,         -0.00034247,         -0.00123844,         -0.00354553,         -0.00354719,         -0.01278184,         -0.00736349,         -0.00736668,         -0.02644690,          0.50100154,          0.50062451,          0.23948695,          4.95649299,          4.95277338,          2.36991900,          9.81960659,          9.81224943,          4.69592772,          0.50166301,          0.50191917,          1.81580478,          5.01663008,          5.01919166,         18.15804777,         10.03326017,         10.03838331,         36.31609554
,,,,,,  762.800000,   22.868169,          0.57684162,          0.57640794,          0.27597130,          0.57068839,          0.57026054,          0.27310038,          0.56531783,          0.56489470,          0.27057286,          0.57760193,          0.57789709,          2.08978843,          0.57760193,          0.57789709,          2.08978843,          0.57760193,          0.57789709,          2.08978843,          1.98408743,          1.98409098,          1.98453317,          1.84458232,          1.84461614,          1.84883828,          1.69700968,          1.69707396,          1.70510526,          2.01598667,          2.01596991,          2.01431743,          2.16272915,          2.16255555,          2.14545524,          2.33181935,          2.33145882,          2.29597919,          0.00033849,          0.00033824,          0.00016196,          0.00322893,          0.00322654,          0.00154697,          0.00613586,          0.00613138,          0.00294374,         -0.00034165,         -0.00034182,         -0.00123560,         -0.00353867,         -0.00354033,         -0.01275187,         -0.00734880,         -0.00735199,         -0.02638356,          0.50019741,          0.49982135,          0.23930334,          4.94861748,          4.94490751,          2.36813878,          9.80409531,          9.79675715,          4.69244369,          0.50085669,          0.50111264,          1.81212090,          5.00856694,          5.01112642,         18.12120904,         10.01713389,         10.02225284,         36.24241807
,,,,,,  763.000000,   22.874165,          0.57591666,          0.57548412,          0.27576015,          0.56978249,          0.56935575,          0.27289565,          0.56442572,          0.56400368,          0.27037252,          0.57667447,          0.57696939,          2.08554943,          0.57667447,          0.57696939,          2.08554943,          0.57667447,          0.57696939,          2.08554943,          1.98411448,          1.98411801,          1.98455892,          1.84484034,          1.84487407,          1.84908430,          1.69750003,          1.69756413,          1.70557345,          2.01595937,          2.01594266,          2.01429497,          2.16244641,          2.16227331,          2.14522349,          2.33123221,          2.33087276,          2.29549987,          0.00033786,          0.00033761,          0.00016179,          0.00322318,          0.00322080,          0.00154551,          0.00612546,          0.00612099,          0.00294120,         -0.00034101,         -0.00034118,         -0.00123276,         -0.00353183,         -0.00353349,         -0.01272198,         -0.00733416,         -0.00733734,         -0.02632039,          0.49939535,          0.49902027,          0.23912025,          4.94076214,          4.93706177,          2.36636352,          9.78862377,          9.78130455,          4.68896942,          0.50005246,          0.50030820,          1.80844513,          5.00052464,          5.00308200,         18.08445134,         10.00104929,         10.00616401,         36.16890268
,,,,,,  763.200000,   22.880160,          0.57499409,          0.57456267,          0.27554959,          0.56887891,          0.56845327,          0.27269149,          0.56353589,          0.56311494,          0.27017275,          0.57574940,          0.57604408,          2.08131975,          0.57574940,          0.57604408,          2.08131975,          0.57574940,          0.57604408,          2.08131975,          1.98414148,          1.98414500,          1.98458463,          1.84509790,          1.84513154,          1.84932990,          1.69798954,          1.69805347,          1.70604086,          2.01593212,          2.01591546,          2.01427254,          2.16216422,          2.16199162,          2.14499212,          2.33064624,          2.33028785,          2.29502138,          0.00033723,          0.00033698,          0.00016163,          0.00321745,          0.00321507,          0.00154405,          0.00611508,          0.00611063,          0.00293866,         -0.00034037,         -0.00034054,         -0.00122993,         -0.00352501,         -0.00352667,         -0.01269217,         -0.00731955,         -0.00732274,         -0.02625739,          0.49859536,          0.49822126,          0.23893767,          4.93292690,          4.92923611,          2.36459319,          9.77319183,          9.76589149,          4.68550488,          0.49925031,          0.49950583,          1.80477744,          4.99250311,          4.99505834,         18.04777444,          9.98500622,          9.99011667,         36.09554888
,,,,,,  763.400000,   22.886156,          0.57407389,          0.57364360,          0.27533961,          0.56797763,          0.56755310,          0.27248790,          0.56264834,          0.56222847,          0.26997354,          0.57482672,          0.57512115,          2.07709936,          0.57482672,          0.57512115,          2.07709936,          0.57482672,          0.57512115,          2.07709936,          1.98416842,          1.98417194,          1.98461030,          1.84535501,          1.84538855,          1.84957508,          1.69847822,          1.69854198,          1.70650751,          2.01590492,          2.01588831,          2.01425015,          2.16188257,          2.16171048,          2.14476115,          2.33006144,          2.32970412,          2.29454372,          0.00033661,          0.00033636,          0.00016146,          0.00321174,          0.00320936,          0.00154259,          0.00610473,          0.00610029,          0.00293612,         -0.00033974,         -0.00033991,         -0.00122711,         -0.00351821,         -0.00351987,         -0.01266243,         -0.00730499,         -0.00730817,         -0.02619455,          0.49779742,          0.49742430,          0.23875559,          4.92511169,          4.92143044,          2.36282777,          9.75779934,          9.75051783,          4.68205004,          0.49845023,          0.49870553,          1.80111781,          4.98450228,          4.98705535,         18.01117811,          9.96900455,          9.97411070,         36.02235621
