../../../pdielec -processors 4 -size 0 -size 0.1 -size 1 -size 3 -vmin 300 -vmax 800 -sphere -method maxwell -sigma 10 -csv command1.csv phonon -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  388.28,         9.290771,               39259.082853,  2499.3108,    10.0
   4,  388.28,         9.290771,               39259.082853,  2499.3108,    10.0
   5,  388.28,         9.290771,               39259.082853,  2499.3108,    10.0
,,,,,,cm-1,thz,maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/0.1mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/3mu),maxwell_sphere_real_dielectric(vf=0.1),maxwell_sphere_real_dielectric(vf=0.1/0.1mu),maxwell_sphere_real_dielectric(vf=0.1/1mu),maxwell_sphere_real_dielectric(vf=0.1/3mu),maxwell_sphere_imag_dielectric(vf=0.1),maxwell_sphere_imag_dielectric(vf=0.1/0.1mu),maxwell_sphere_imag_dielectric(vf=0.1/1mu),maxwell_sphere_imag_dielectric(vf=0.1/3mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/0.1mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/1mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/3mu)
,,,,,,  446.600000,   13.388731,          3.88046032,          3.88321146,          3.53033137,         24.21698279,          2.99464659,          2.99512244,          3.04412400,          3.46218348,          0.04778282,          0.04782050,          0.04382883,         -0.32096827,         33.64868490,         33.67254095,         30.61260731,        209.99303094
,,,,,,  446.800000,   13.394727,          3.89924263,          3.90201602,          3.54795314,         24.39679406,          2.99654925,          2.99702735,          3.04626851,          3.46644187,          0.04800787,          0.04804585,          0.04404340,         -0.32340984,         33.81155219,         33.83560116,         30.76541124,        211.55223066
,,,,,,  447.000000,   13.400723,          3.91815205,          3.92094791,          3.56570007,         24.57838830,          2.99846083,          2.99894119,          3.04842365,          3.47072547,          0.04823449,          0.04827277,          0.04425956,         -0.32587699,         33.97552172,         33.99976550,         30.91930041,        213.12689107
,,,,,,  447.200000,   13.406719,          3.93718972,          3.94000827,          3.58357334,         24.76178823,          3.00038138,          3.00086402,          3.05058951,          3.47503446,          0.04846270,          0.04850130,          0.04447732,         -0.32837006,         34.14060332,         34.16504382,         31.07428507,        214.71720927
,,,,,,  447.400000,   13.412715,          3.95635679,          3.95919825,          3.60157413,         24.94701695,          3.00231096,          3.00279589,          3.05276618,          3.47936905,          0.04869252,          0.04873143,          0.04469670,         -0.33088942,         34.30680696,         34.33144611,         31.23037555,        216.32338543
,,,,,,  447.600000,   13.418710,          3.97565442,          3.97851901,          3.61970365,         25.13409790,          3.00424964,          3.00473688,          3.05495372,          3.48372942,          0.04892396,          0.04896319,          0.04491772,         -0.33343541,         34.47414271,         34.49898247,         31.38758233,        217.94562285
,,,,,,  447.800000,   13.424706,          3.99508377,          3.99797173,          3.63796314,         25.32305489,          3.00619748,          3.00668705,          3.05715222,          3.48811577,          0.04915704,          0.04919658,          0.04514038,         -0.33600839,         34.64262075,         34.66766310,         31.54591601,        219.58412798
,,,,,,  448.000000,   13.430702,          4.01464605,          4.01755760,          3.65635381,         25.51391210,          3.00815455,          3.00864646,          3.05936176,          3.49252829,          0.04939177,          0.04943164,          0.04536472,         -0.33860874,         34.81225138,         34.83749832,         31.70538730,        221.23911052
,,,,,,  448.200000,   13.436698,          4.03434245,          4.03727783,          3.67487693,         25.70669409,          3.01012091,          3.01061517,          3.06158242,          3.49696718,          0.04962817,          0.04966836,          0.04559074,         -0.34123684,         34.98304502,         35.00849857,         31.86600706,        222.91078347
,,,,,,  448.400000,   13.442694,          4.05417419,          4.05713363,          3.69353376,         25.90142582,          3.01209662,          3.01259326,          3.06381430,          3.50143264,          0.04986626,          0.04990678,          0.04581846,         -0.34389305,         35.15501219,         35.18067441,         32.02778626,        224.59936317
,,,,,,  448.600000,   13.448690,          4.07414249,          4.07712623,          3.71232558,         26.09813262,          3.01408176,          3.01458079,          3.06605746,          3.50592487,          0.05010605,          0.05014689,          0.04604790,         -0.34657777,         35.32816356,         35.35403652,         32.19073601,        226.30506937
,,,,,,  448.800000,   13.454686,          4.09424859,          4.09725688,          3.73125369,         26.29684024,          3.01607638,          3.01657782,          3.06831200,          3.51044407,          0.05034755,          0.05038873,          0.04627908,         -0.34929140,         35.50250988,         35.52859568,         32.35486756,        228.02812531
,,,,,,  449.000000,   13.460681,          4.11449376,          4.11752684,          3.75031940,         26.49757484,          3.01808056,          3.01858442,          3.07057800,          3.51499044,          0.05059078,          0.05063231,          0.04651201,         -0.35203433,         35.67806206,         35.70436282,         32.52019229,        229.76875778
,,,,,,  449.200000,   13.466677,          4.13487926,          4.13793737,          3.76952403,         26.70036298,          3.02009436,          3.02060067,          3.07285555,          3.51956419,          0.05083577,          0.05087763,          0.04674671,         -0.35480697,         35.85483112,         35.88134899,         32.68672171,        231.52719714
,,,,,,  449.400000,   13.472673,          4.15540638,          4.15848978,          3.78886894,         26.90523165,          3.02211786,          3.02262663,          3.07514474,          3.52416552,          0.05108252,          0.05112473,          0.04698320,         -0.35760973,         36.03282819,         36.05956535,         32.85446747,        233.30367747
,,,,,,  449.600000,   13.478669,          4.17607642,          4.17918536,          3.80835549,         27.11220828,          3.02415112,          3.02466236,          3.07744565,          3.52879463,          0.05133105,          0.05137361,          0.04722150,         -0.36044303,         36.21206455,         36.23902320,         33.02344137,        235.09843656
,,,,,,  449.800000,   13.484665,          4.19689069,          4.20002543,          3.82798504,         27.32132074,          3.02619421,          3.02670795,          3.07975838,          3.53345174,          0.05158139,          0.05162430,          0.04746163,         -0.36330731,         36.39255160,         36.41973397,         33.19365535,        236.91171603
,,,,,,  450.000000,   13.490661,          4.21785052,          4.22101133,          3.84775899,         27.53259732,          3.02824720,          3.02876345,          3.08208301,          3.53813705,          0.05183354,          0.05187681,          0.04770360,         -0.36620300,         36.57430088,         36.60170922,         33.36512150,        238.74376136
,,,,,,  450.200000,   13.496656,          4.23895726,          4.24214439,          3.86767876,         27.74606680,          3.03031017,          3.03082895,          3.08441963,          3.54285077,          0.05208753,          0.05213116,          0.04794744,         -0.36913053,         36.75732405,         36.78496065,         33.53785204,        240.59482200
,,,,,,  450.400000,   13.502652,          4.26021228,          4.26342600,          3.88774577,         27.96175842,          3.03238318,          3.03290451,          3.08676835,          3.54759311,          0.05234338,          0.05238737,          0.04819316,         -0.37209037,         36.94163291,         36.96950008,         33.71185937,        242.46515144
,,,,,,  450.600000,   13.508648,          4.28161694,          4.28485751,          3.90796147,         28.17970187,          3.03446631,          3.03499021,          3.08912924,          3.55236429,          0.05260109,          0.05264545,          0.04844078,         -0.37508296,         37.12723939,         37.15533947,         33.88715600,        244.35500726
,,,,,,  450.800000,   13.514644,          4.30317263,          4.30644034,          3.92832732,         28.39992734,          3.03655964,          3.03708612,          3.09150242,          3.55716451,          0.05286070,          0.05290543,          0.04869033,         -0.37810877,         37.31415558,         37.34249093,         34.06375464,        246.26465122
,,,,,,  451.000000,   13.520640,          4.32488078,          4.32817590,          3.94884480,         28.62246552,          3.03866323,          3.03919231,          3.09388796,          3.56199399,          0.05312221,          0.05316732,          0.04894181,         -0.38116828,         37.50239369,         37.53096670,         34.24166811,        248.19434935
