../../../pdielec -matrix ptfe -method ap -method maxwell -sphere -plate -1 -1 -2 -vmin 0 -vmax 2000 -vf 0.1 calcite.gout -masses program -csv command1.csv
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  114.77,         2.386157,               10082.942949,  1283.8002,     5.0
   4,  114.77,         2.386165,               10082.976755,  1283.8045,     5.0
   5,  127.38,         3.359475,               14195.797145,  1807.4650,     5.0
   9,  249.29,         1.226152,                5181.227434,   659.6944,     5.0
  10,  249.29,         1.226152,                5181.226351,   659.6942,     5.0
  15,  320.71,         5.824938,               24613.856703,  3133.9336,     5.0
  16,  320.71,         5.824945,               24613.889414,  3133.9377,     5.0
  17,  338.14,         4.139440,               17491.616624,  2227.1018,     5.0
  20,  620.12,         3.383380,               14296.810138,  1820.3264,     5.0
  21,  620.12,         3.383372,               14296.778406,  1820.3224,     5.0
  22,  731.95,        26.890139,              113626.969350, 14467.4351,     5.0
  26, 1463.56,        16.971396,               71714.329831,  9130.9521,     5.0
  27, 1463.56,        16.971390,               71714.305879,  9130.9490,     5.0
,,,,,cm-1,thz,ap_noshape_real_dielectric(vf=0.1),ap_noshape_imag_dielectric(vf=0.1),ap_noshape_absorption_coeficient_cm-1(vf=0.1),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.1),maxwell_sphere_real_dielectric(vf=0.1),maxwell_sphere_imag_dielectric(vf=0.1),maxwell_sphere_absorption_coeficient_cm-1(vf=0.1),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.1),maxwell_plate(-1 -1 -2)_real_dielectric(vf=0.1),maxwell_plate(-1 -1 -2)_imag_dielectric(vf=0.1),maxwell_plate(-1 -1 -2)_absorption_coeficient_cm-1(vf=0.1),maxwell_plate(-1 -1 -2)_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.1)
,,,,, 1578.000000,   47.307250,          1.92134489,          0.00134509,          4.17849110,          3.07569853,          1.90795796,          0.00188992,          5.89156201,          4.33665363,          1.90864018,          0.00189479,          5.90567672,          4.34704317
,,,,, 1578.200000,   47.313246,          1.92145222,          0.00134058,          4.16488628,          3.06568431,          1.90810867,          0.00188248,          5.86887479,          4.31995405,          1.90879125,          0.00188710,          5.88221683,          4.32977484
,,,,, 1578.400000,   47.319242,          1.92155919,          0.00133609,          4.15135181,          3.05572187,          1.90825879,          0.00187508,          5.84632468,          4.30335539,          1.90894171,          0.00187945,          5.85890556,          4.31261591
,,,,, 1578.600000,   47.325237,          1.92166580,          0.00133162,          4.13788718,          3.04581084,          1.90840831,          0.00186773,          5.82391055,          4.28685683,          1.90909156,          0.00187186,          5.83574165,          4.29556545
,,,,, 1578.800000,   47.331233,          1.92177205,          0.00132718,          4.12449191,          3.03595087,          1.90855725,          0.00186042,          5.80163132,          4.27045756,          1.90924081,          0.00186431,          5.81272381,          4.27862251
,,,,, 1579.000000,   47.337229,          1.92187796,          0.00132276,          4.11116552,          3.02614160,          1.90870561,          0.00185316,          5.77948588,          4.25415678,          1.90938946,          0.00185681,          5.78985081,          4.26178618
,,,,, 1579.200000,   47.343225,          1.92198351,          0.00131837,          4.09790754,          3.01638268,          1.90885340,          0.00184594,          5.75747317,          4.23795369,          1.90953751,          0.00184936,          5.76712140,          4.24505554
,,,,, 1579.400000,   47.349221,          1.92208871,          0.00131399,          4.08471749,          3.00667377,          1.90900061,          0.00183876,          5.73559212,          4.22184751,          1.90968497,          0.00184196,          5.74453436,          4.22842970
,,,,, 1579.600000,   47.355217,          1.92219356,          0.00130964,          4.07159491,          2.99701451,          1.90914724,          0.00183163,          5.71384166,          4.20583746,          1.90983184,          0.00183460,          5.72208847,          4.21190776
,,,,, 1579.800000,   47.361213,          1.92229806,          0.00130531,          4.05853933,          2.98740458,          1.90929331,          0.00182453,          5.69222076,          4.18992277,          1.90997812,          0.00182728,          5.69978254,          4.19548884
,,,,, 1580.000000,   47.367208,          1.92240222,          0.00130100,          4.04555029,          2.97784362,          1.90943882,          0.00181748,          5.67072838,          4.17410269,          1.91012382,          0.00182002,          5.67761538,          4.17917206
,,,,, 1580.200000,   47.373204,          1.92250604,          0.00129672,          4.03262733,          2.96833131,          1.90958376,          0.00181048,          5.64936350,          4.15837645,          1.91026895,          0.00181279,          5.65558582,          4.16295657
,,,,, 1580.400000,   47.379200,          1.92260952,          0.00129246,          4.01977001,          2.95886731,          1.90972815,          0.00180351,          5.62812510,          4.14274332,          1.91041350,          0.00180562,          5.63369269,          4.14684151
,,,,, 1580.600000,   47.385196,          1.92271265,          0.00128821,          4.00697788,          2.94945129,          1.90987198,          0.00179658,          5.60701217,          4.12720254,          1.91055748,          0.00179848,          5.61193486,          4.13082603
,,,,, 1580.800000,   47.391192,          1.92281545,          0.00128399,          3.99425049,          2.94008293,          1.91001526,          0.00178970,          5.58602373,          4.11175339,          1.91070089,          0.00179139,          5.59031118,          4.11490929
,,,,, 1581.000000,   47.397188,          1.92291791,          0.00127980,          3.98158739,          2.93076189,          1.91015800,          0.00178286,          5.56515878,          4.09639515,          1.91084374,          0.00178435,          5.56882052,          4.09909048
,,,,, 1581.200000,   47.403183,          1.92302004,          0.00127562,          3.96898817,          2.92148787,          1.91030018,          0.00177605,          5.54441636,          4.08112709,          1.91098603,          0.00177735,          5.54746178,          4.08336877
,,,,, 1581.400000,   47.409179,          1.92312184,          0.00127146,          3.95645237,          2.91226054,          1.91044183,          0.00176929,          5.52379549,          4.06594851,          1.91112776,          0.00177039,          5.52623386,          4.06774334
,,,,, 1581.600000,   47.415175,          1.92322330,          0.00126733,          3.94397957,          2.90307958,          1.91058294,          0.00176256,          5.50329523,          4.05085870,          1.91126894,          0.00176347,          5.50513567,          4.05221341
,,,,, 1581.800000,   47.421171,          1.92332444,          0.00126321,          3.93156935,          2.89394468,          1.91072352,          0.00175588,          5.48291462,          4.03585697,          1.91140956,          0.00175660,          5.48416613,          4.03677818
,,,,, 1582.000000,   47.427167,          1.92342524,          0.00125912,          3.91922128,          2.88485553,          1.91086356,          0.00174923,          5.46265274,          4.02094263,          1.91154964,          0.00174976,          5.46332417,          4.02143685
,,,,, 1582.200000,   47.433163,          1.92352573,          0.00125505,          3.90693495,          2.87581182,          1.91100307,          0.00174263,          5.44250864,          4.00611499,          1.91168918,          0.00174297,          5.44260874,          4.00618867
,,,,, 1582.400000,   47.439159,          1.92362588,          0.00125099,          3.89470994,          2.86681325,          1.91114206,          0.00173606,          5.42248141,          3.99137337,          1.91182818,          0.00173622,          5.42201880,          3.99103285
,,,,, 1582.600000,   47.445154,          1.92372572,          0.00124696,          3.88254583,          2.85785951,          1.91128052,          0.00172953,          5.40257015,          3.97671711,          1.91196664,          0.00172951,          5.40155330,          3.97596863
,,,,, 1582.800000,   47.451150,          1.92382523,          0.00124295,          3.87044223,          2.84895030,          1.91141847,          0.00172303,          5.38277395,          3.96214555,          1.91210456,          0.00172284,          5.38121124,          3.96099528
,,,,, 1583.000000,   47.457146,          1.92392442,          0.00123896,          3.85839872,          2.84008533,          1.91155590,          0.00171658,          5.36309192,          3.94765803,          1.91224196,          0.00171621,          5.36099160,          3.94611203
,,,,, 1583.200000,   47.463142,          1.92402330,          0.00123498,          3.84641490,          2.83126430,          1.91169281,          0.00171016,          5.34352317,          3.93325389,          1.91237882,          0.00170963,          5.34089338,          3.93131815
,,,,, 1583.400000,   47.469138,          1.92412185,          0.00123103,          3.83449038,          2.82248691,          1.91182922,          0.00170378,          5.32406684,          3.91893249,          1.91251517,          0.00170308,          5.32091559,          3.91661292
,,,,, 1583.600000,   47.475134,          1.92422010,          0.00122710,          3.82262477,          2.81375288,          1.91196511,          0.00169743,          5.30472205,          3.90469320,          1.91265099,          0.00169657,          5.30105724,          3.90199561
,,,,, 1583.800000,   47.481129,          1.92431803,          0.00122318,          3.81081766,          2.80506192,          1.91210050,          0.00169113,          5.28548795,          3.89053539,          1.91278630,          0.00169009,          5.28131737,          3.88746551
,,,,, 1584.000000,   47.487125,          1.92441565,          0.00121929,          3.79906867,          2.79641374,          1.91223539,          0.00168485,          5.26636368,          3.87645842,          1.91292109,          0.00168366,          5.26169501,          3.87302191
,,,,, 1584.200000,   47.493121,          1.92451296,          0.00121542,          3.78737742,          2.78780806,          1.91236978,          0.00167862,          5.24734841,          3.86246168,          1.91305536,          0.00167727,          5.24218922,          3.85866412
,,,,, 1584.400000,   47.499117,          1.92460995,          0.00121156,          3.77574352,          2.77924459,          1.91250368,          0.00167242,          5.22844130,          3.84854456,          1.91318913,          0.00167091,          5.22279905,          3.84439143
,,,,, 1584.600000,   47.505113,          1.92470665,          0.00120772,          3.76416661,          2.77072307,          1.91263708,          0.00166625,          5.20964152,          3.83470645,          1.91332240,          0.00166459,          5.20352358,          3.83020316
,,,,, 1584.800000,   47.511109,          1.92480303,          0.00120390,          3.75264629,          2.76224321,          1.91276999,          0.00166012,          5.19094826,          3.82094673,          1.91345516,          0.00165831,          5.18436188,          3.81609864
,,,,, 1585.000000,   47.517105,          1.92489912,          0.00120011,          3.74118220,          2.75380474,          1.91290241,          0.00165402,          5.17236071,          3.80726483,          1.91358742,          0.00165207,          5.16531304,          3.80207719
,,,,, 1585.200000,   47.523100,          1.92499490,          0.00119632,          3.72977397,          2.74540738,          1.91303434,          0.00164796,          5.15387806,          3.79366015,          1.91371918,          0.00164586,          5.14637615,          3.78813815
,,,,, 1585.400000,   47.529096,          1.92509037,          0.00119256,          3.71842124,          2.73705088,          1.91316580,          0.00164194,          5.13549953,          3.78013210,          1.91385045,          0.00163969,          5.12755033,          3.77428086
,,,,, 1585.600000,   47.535092,          1.92518555,          0.00118882,          3.70712363,          2.72873495,          1.91329677,          0.00163594,          5.11722431,          3.76668010,          1.91398123,          0.00163355,          5.10883468,          3.76050467
,,,,, 1585.800000,   47.541088,          1.92528043,          0.00118509,          3.69588080,          2.72045934,          1.91342727,          0.00162998,          5.09905165,          3.75330359,          1.91411152,          0.00162745,          5.09022833,          3.74680894
,,,,, 1586.000000,   47.547084,          1.92537502,          0.00118139,          3.68469238,          2.71222378,          1.91355729,          0.00162406,          5.08098075,          3.74000198,          1.91424133,          0.00162139,          5.07173042,          3.73319301
,,,,, 1586.200000,   47.553080,          1.92546931,          0.00117770,          3.67355801,          2.70402801,          1.91368684,          0.00161816,          5.06301086,          3.72677473,          1.91437065,          0.00161536,          5.05334008,          3.71965628
,,,,, 1586.400000,   47.559076,          1.92556330,          0.00117402,          3.66247736,          2.69587178,          1.91381592,          0.00161230,          5.04514121,          3.71362126,          1.91449949,          0.00160937,          5.03505646,          3.70619810
,,,,, 1586.600000,   47.565071,          1.92565700,          0.00117037,          3.65145006,          2.68775482,          1.91394454,          0.00160648,          5.02737107,          3.70054104,          1.91462786,          0.00160341,          5.01687873,          3.69281785
,,,,, 1586.800000,   47.571067,          1.92575041,          0.00116673,          3.64047577,          2.67967688,          1.91407269,          0.00160068,          5.00969967,          3.68753350,          1.91475575,          0.00159748,          4.99880605,          3.67951494
,,,,, 1587.000000,   47.577063,          1.92584353,          0.00116312,          3.62955416,          2.67163771,          1.91420038,          0.00159492,          4.99212630,          3.67459811,          1.91488317,          0.00159159,          4.98083759,          3.66628874
,,,,, 1587.200000,   47.583059,          1.92593637,          0.00115951,          3.61868487,          2.66363706,          1.91432761,          0.00158919,          4.97465021,          3.66173433,          1.91501013,          0.00158574,          4.96297255,          3.65313865
,,,,, 1587.400000,   47.589055,          1.92602891,          0.00115593,          3.60786757,          2.65567467,          1.91445438,          0.00158349,          4.95727068,          3.64894163,          1.91513661,          0.00157992,          4.94521010,          3.64006409
,,,,, 1587.600000,   47.595051,          1.92612117,          0.00115236,          3.59710194,          2.64775032,          1.91458071,          0.00157782,          4.93998700,          3.63621949,          1.91526263,          0.00157413,          4.92754945,          3.62706446
,,,,, 1587.800000,   47.601046,          1.92621315,          0.00114881,          3.58638762,          2.63986374,          1.91470658,          0.00157218,          4.92279846,          3.62356737,          1.91538820,          0.00156837,          4.90998980,          3.61413918
,,,,, 1588.000000,   47.607042,          1.92630484,          0.00114528,          3.57572431,          2.63201470,          1.91483200,          0.00156658,          4.90570436,          3.61098476,          1.91551330,          0.00156265,          4.89253038,          3.60128768
,,,,, 1588.200000,   47.613038,          1.92639625,          0.00114176,          3.56511166,          2.62420295,          1.91495697,          0.00156100,          4.88870399,          3.59847115,          1.91563795,          0.00155696,          4.87517041,          3.58850937
,,,,, 1588.400000,   47.619034,          1.92648738,          0.00113827,          3.55454936,          2.61642827,          1.91508150,          0.00155546,          4.87179667,          3.58602603,          1.91576214,          0.00155130,          4.85790910,          3.57580369
,,,,, 1588.600000,   47.625030,          1.92657824,          0.00113478,          3.54403708,          2.60869040,          1.91520559,          0.00154995,          4.85498171,          3.57364890,          1.91588589,          0.00154568,          4.84074572,          3.56317008
,,,,, 1588.800000,   47.631026,          1.92666881,          0.00113132,          3.53357450,          2.60098912,          1.91532924,          0.00154446,          4.83825844,          3.56133925,          1.91600919,          0.00154008,          4.82367948,          3.55060799
,,,,, 1589.000000,   47.637022,          1.92675911,          0.00112787,          3.52316131,          2.59332420,          1.91545246,          0.00153901,          4.82162619,          3.54909660,          1.91613204,          0.00153452,          4.80670966,          3.53811687
,,,,, 1589.200000,   47.643017,          1.92684914,          0.00112443,          3.51279720,          2.58569539,          1.91557524,          0.00153359,          4.80508428,          3.53692046,          1.91625445,          0.00152899,          4.78983551,          3.52569616
,,,,, 1589.400000,   47.649013,          1.92693889,          0.00112102,          3.50248185,          2.57810248,          1.91569759,          0.00152819,          4.78863206,          3.52481033,          1.91637642,          0.00152349,          4.77305630,          3.51334534
,,,,, 1589.600000,   47.655009,          1.92702836,          0.00111762,          3.49221496,          2.57054524,          1.91581951,          0.00152283,          4.77226888,          3.51276574,          1.91649795,          0.00151802,          4.75637130,          3.50106387
,,,,, 1589.800000,   47.661005,          1.92711757,          0.00111423,          3.48199621,          2.56302343,          1.91594100,          0.00151749,          4.75599409,          3.50078621,          1.91661905,          0.00151258,          4.73977980,          3.48885121
,,,,, 1590.000000,   47.667001,          1.92720651,          0.00111086,          3.47182530,          2.55553685,          1.91606207,          0.00151218,          4.73980705,          3.48887128,          1.91673971,          0.00150718,          4.72328107,          3.47670685
,,,,, 1590.200000,   47.672997,          1.92729518,          0.00110751,          3.46170194,          2.54808526,          1.91618271,          0.00150690,          4.72370712,          3.47702046,          1.91685994,          0.00150180,          4.70687442,          3.46463027
,,,,, 1590.400000,   47.678993,          1.92738358,          0.00110417,          3.45162582,          2.54066844,          1.91630293,          0.00150165,          4.70769368,          3.46523330,          1.91697975,          0.00149645,          4.69055915,          3.45262094
,,,,, 1590.600000,   47.684988,          1.92747172,          0.00110085,          3.44159664,          2.53328618,          1.91642274,          0.00149643,          4.69176609,          3.45350935,          1.91709913,          0.00149113,          4.67433457,          3.44067837
,,,,, 1590.800000,   47.690984,          1.92755959,          0.00109755,          3.43161412,          2.52593825,          1.91654213,          0.00149124,          4.67592375,          3.44184814,          1.91721809,          0.00148585,          4.65819999,          3.42880205
,,,,, 1591.000000,   47.696980,          1.92764719,          0.00109426,          3.42167796,          2.51862445,          1.91666111,          0.00148607,          4.66016604,          3.43024922,          1.91733662,          0.00148059,          4.64215473,          3.41699148
,,,,, 1591.200000,   47.702976,          1.92773454,          0.00109098,          3.41178786,          2.51134456,          1.91677967,          0.00148093,          4.64449234,          3.41871214,          1.91745474,          0.00147536,          4.62619813,          3.40524616
,,,,, 1591.400000,   47.708972,          1.92782162,          0.00108772,          3.40194355,          2.50409837,          1.91689783,          0.00147582,          4.62890206,          3.40723647,          1.91757244,          0.00147016,          4.61032951,          3.39356561
,,,,, 1591.600000,   47.714968,          1.92790845,          0.00108447,          3.39214473,          2.49688567,          1.91701558,          0.00147074,          4.61339461,          3.39582176,          1.91768972,          0.00146499,          4.59454822,          3.38194934
,,,,, 1591.800000,   47.720963,          1.92799502,          0.00108125,          3.38239113,          2.48970625,          1.91713292,          0.00146568,          4.59796939,          3.38446759,          1.91780660,          0.00145984,          4.57885360,          3.37039686
,,,,, 1592.000000,   47.726959,          1.92808132,          0.00107803,          3.37268246,          2.48255991,          1.91724986,          0.00146065,          4.58262581,          3.37317351,          1.91792306,          0.00145473,          4.56324501,          3.35890771
,,,,, 1592.200000,   47.732955,          1.92816738,          0.00107483,          3.36301844,          2.47544643,          1.91736640,          0.00145565,          4.56736330,          3.36193910,          1.91803912,          0.00144964,          4.54772181,          3.34748141
,,,,, 1592.400000,   47.738951,          1.92825317,          0.00107164,          3.35339880,          2.46836561,          1.91748255,          0.00145067,          4.55218128,          3.35076393,          1.91815478,          0.00144458,          4.53228336,          3.33611749
,,,,, 1592.600000,   47.744947,          1.92833872,          0.00106847,          3.34382325,          2.46131726,          1.91759829,          0.00144572,          4.53707918,          3.33964760,          1.91827003,          0.00143955,          4.51692903,          3.32481550
,,,,, 1592.800000,   47.750943,          1.92842401,          0.00106532,          3.33429154,          2.45430117,          1.91771364,          0.00144080,          4.52205643,          3.32858967,          1.91838488,          0.00143455,          4.50165820,          3.31357497
,,,,, 1593.000000,   47.756939,          1.92850905,          0.00106218,          3.32480339,          2.44731714,          1.91782860,          0.00143590,          4.50711248,          3.31758974,          1.91849933,          0.00142957,          4.48647026,          3.30239544
,,,,, 1593.200000,   47.762934,          1.92859384,          0.00105905,          3.31535853,          2.44036498,          1.91794317,          0.00143102,          4.49224676,          3.30664740,          1.91861338,          0.00142462,          4.47136459,          3.29127648
,,,,, 1593.400000,   47.768930,          1.92867838,          0.00105594,          3.30595670,          2.43344449,          1.91805736,          0.00142618,          4.47745873,          3.29576225,          1.91872704,          0.00141970,          4.45634058,          3.28021763
,,,,, 1593.600000,   47.774926,          1.92876267,          0.00105284,          3.29659762,          2.42655548,          1.91817115,          0.00142135,          4.46274784,          3.28493388,          1.91884031,          0.00141480,          4.44139764,          3.26921845
,,,,, 1593.800000,   47.780922,          1.92884671,          0.00104975,          3.28728105,          2.41969774,          1.91828456,          0.00141656,          4.44811356,          3.27416189,          1.91895319,          0.00140993,          4.42653518,          3.25827850
,,,,, 1594.000000,   47.786918,          1.92893051,          0.00104668,          3.27800671,          2.41287110,          1.91839759,          0.00141179,          4.43355534,          3.26344590,          1.91906568,          0.00140509,          4.41175259,          3.24739736
,,,,, 1594.200000,   47.792914,          1.92901407,          0.00104363,          3.26877436,          2.40607536,          1.91851024,          0.00140704,          4.41907265,          3.25278550,          1.91917779,          0.00140027,          4.39704931,          3.23657458
,,,,, 1594.400000,   47.798910,          1.92909738,          0.00104059,          3.25958373,          2.39931034,          1.91862251,          0.00140232,          4.40466497,          3.24218031,          1.91928951,          0.00139548,          4.38242475,          3.22580976
,,,,, 1594.600000,   47.804905,          1.92918045,          0.00103756,          3.25043457,          2.39257583,          1.91873441,          0.00139762,          4.39033178,          3.23162995,          1.91940085,          0.00139071,          4.36787834,          3.21510245
,,,,, 1594.800000,   47.810901,          1.92926327,          0.00103454,          3.24132663,          2.38587167,          1.91884593,          0.00139295,          4.37607255,          3.22113404,          1.91951181,          0.00138597,          4.35340951,          3.20445225
,,,,, 1595.000000,   47.816897,          1.92934586,          0.00103154,          3.23225966,          2.37919767,          1.91895708,          0.00138830,          4.36188678,          3.21069219,          1.91962240,          0.00138126,          4.33901770,          3.19385875
,,,,, 1595.200000,   47.822893,          1.92942821,          0.00102855,          3.22323341,          2.37255364,          1.91906786,          0.00138367,          4.34777396,          3.20030404,          1.91973261,          0.00137657,          4.32470236,          3.18332153
,,,,, 1595.400000,   47.828889,          1.92951032,          0.00102558,          3.21424764,          2.36593940,          1.91917827,          0.00137907,          4.33373357,          3.18996922,          1.91984244,          0.00137190,          4.31046292,          3.17284018
,,,,, 1595.600000,   47.834885,          1.92959219,          0.00102262,          3.20530209,          2.35935477,          1.91928831,          0.00137449,          4.31976513,          3.17968734,          1.91995191,          0.00136726,          4.29629885,          3.16241431
,,,,, 1595.800000,   47.840880,          1.92967382,          0.00101967,          3.19639653,          2.35279958,          1.91939799,          0.00136994,          4.30586814,          3.16945806,          1.92006100,          0.00136265,          4.28220960,          3.15204351
,,,,, 1596.000000,   47.846876,          1.92975523,          0.00101674,          3.18753071,          2.34627364,          1.91950731,          0.00136541,          4.29204210,          3.15928100,          1.92016973,          0.00135805,          4.26819463,          3.14172739
,,,,, 1596.200000,   47.852872,          1.92983639,          0.00101382,          3.17870440,          2.33977678,          1.91961627,          0.00136090,          4.27828652,          3.14915582,          1.92027809,          0.00135349,          4.25425342,          3.13146556
,,,,, 1596.400000,   47.858868,          1.92991733,          0.00101091,          3.16991737,          2.33330883,          1.91972486,          0.00135641,          4.26460093,          3.13908215,          1.92038608,          0.00134894,          4.24038543,          3.12125763
,,,,, 1596.600000,   47.864864,          1.92999803,          0.00100801,          3.16116936,          2.32686961,          1.91983310,          0.00135195,          4.25098485,          3.12905964,          1.92049372,          0.00134442,          4.22659015,          3.11110322
,,,,, 1596.800000,   47.870860,          1.93007850,          0.00100513,          3.15246016,          2.32045895,          1.91994099,          0.00134751,          4.23743780,          3.11908795,          1.92060099,          0.00133993,          4.21286705,          3.10100193
,,,,, 1597.000000,   47.876856,          1.93015874,          0.00100226,          3.14378952,          2.31407668,          1.92004852,          0.00134310,          4.22395932,          3.10916672,          1.92070791,          0.00133546,          4.19921562,          3.09095341
,,,,, 1597.200000,   47.882851,          1.93023876,          0.00099940,          3.13515722,          2.30772263,          1.92015570,          0.00133870,          4.21054892,          3.09929561,          1.92081447,          0.00133101,          4.18563535,          3.08095726
,,,,, 1597.400000,   47.888847,          1.93031854,          0.00099656,          3.12656303,          2.30139663,          1.92026252,          0.00133433,          4.19720616,          3.08947429,          1.92092068,          0.00132658,          4.17212575,          3.07101313
,,,,, 1597.600000,   47.894843,          1.93039810,          0.00099373,          3.11800672,          2.29509851,          1.92036900,          0.00132998,          4.18393057,          3.07970241,          1.92102653,          0.00132218,          4.15868630,          3.06112063
,,,,, 1597.800000,   47.900839,          1.93047744,          0.00099091,          3.10948808,          2.28882811,          1.92047514,          0.00132565,          4.17072170,          3.06997964,          1.92113204,          0.00131780,          4.14531651,          3.05127942
,,,,, 1598.000000,   47.906835,          1.93055654,          0.00098810,          3.10100686,          2.28258527,          1.92058093,          0.00132134,          4.15757910,          3.06030565,          1.92123719,          0.00131344,          4.13201590,          3.04148912
,,,,, 1598.200000,   47.912831,          1.93063543,          0.00098531,          3.09256286,          2.27636982,          1.92068637,          0.00131706,          4.14450232,          3.05068011,          1.92134200,          0.00130911,          4.11878398,          3.03174938
,,,,, 1598.400000,   47.918826,          1.93071409,          0.00098253,          3.08415585,          2.27018160,          1.92079148,          0.00131280,          4.13149092,          3.04110269,          1.92144647,          0.00130480,          4.10562026,          3.02205985
,,,,, 1598.600000,   47.924822,          1.93079253,          0.00097976,          3.07578561,          2.26402045,          1.92089624,          0.00130855,          4.11854445,          3.03157308,          1.92155058,          0.00130051,          4.09252427,          3.01242017
,,,,, 1598.800000,   47.930818,          1.93087075,          0.00097700,          3.06745193,          2.25788620,          1.92100067,          0.00130433,          4.10566249,          3.02209094,          1.92165436,          0.00129624,          4.07949553,          3.00282999
,,,,, 1599.000000,   47.936814,          1.93094875,          0.00097426,          3.05915459,          2.25177871,          1.92110476,          0.00130013,          4.09284460,          3.01265596,          1.92175780,          0.00129200,          4.06653358,          2.99328898
,,,,, 1599.200000,   47.942810,          1.93102653,          0.00097153,          3.05089338,          2.24569781,          1.92120852,          0.00129596,          4.08009034,          3.00326782,          1.92186090,          0.00128777,          4.05363794,          2.98379677
,,,,, 1599.400000,   47.948806,          1.93110410,          0.00096880,          3.04266809,          2.23964334,          1.92131194,          0.00129180,          4.06739931,          2.99392622,          1.92196366,          0.00128357,          4.04080817,          2.97435305
,,,,, 1599.600000,   47.954802,          1.93118144,          0.00096610,          3.03447850,          2.23361516,          1.92141503,          0.00128766,          4.05477107,          2.98463084,          1.92206609,          0.00127939,          4.02804379,          2.96495746
,,,,, 1599.800000,   47.960797,          1.93125857,          0.00096340,          3.02632441,          2.22761310,          1.92151780,          0.00128354,          4.04220520,          2.97538137,          1.92216819,          0.00127523,          4.01534437,          2.95560969
,,,,, 1600.000000,   47.966793,          1.93133549,          0.00096071,          3.01820560,          2.22163703,          1.92162023,          0.00127945,          4.02970130,          2.96617752,          1.92226995,          0.00127109,          4.00270944,          2.94630938
,,,,, 1600.200000,   47.972789,          1.93141219,          0.00095804,          3.01012188,          2.21568677,          1.92172234,          0.00127537,          4.01725895,          2.95701897,          1.92237139,          0.00126698,          3.99013857,          2.93705623
,,,,, 1600.400000,   47.978785,          1.93148868,          0.00095538,          3.00207304,          2.20976219,          1.92182412,          0.00127132,          4.00487774,          2.94790542,          1.92247250,          0.00126288,          3.97763131,          2.92784990
,,,,, 1600.600000,   47.984781,          1.93156496,          0.00095273,          2.99405887,          2.20386313,          1.92192558,          0.00126728,          3.99255727,          2.93883659,          1.92257328,          0.00125880,          3.96518722,          2.91869007
,,,,, 1600.800000,   47.990777,          1.93164102,          0.00095009,          2.98607918,          2.19798945,          1.92202672,          0.00126326,          3.98029715,          2.92981217,          1.92267373,          0.00125475,          3.95280588,          2.90957643
,,,,, 1601.000000,   47.996773,          1.93171687,          0.00094746,          2.97813376,          2.19214099,          1.92212754,          0.00125927,          3.96809696,          2.92083187,          1.92277387,          0.00125072,          3.94048684,          2.90050865
,,,,, 1601.200000,   48.002768,          1.93179252,          0.00094484,          2.97022242,          2.18631762,          1.92222804,          0.00125529,          3.95595632,          2.91189540,          1.92287368,          0.00124670,          3.92822970,          2.89148643
,,,,, 1601.400000,   48.008764,          1.93186796,          0.00094224,          2.96234495,          2.18051918,          1.92232823,          0.00125133,          3.94387483,          2.90300248,          1.92297317,          0.00124271,          3.91603401,          2.88250944
,,,,, 1601.600000,   48.014760,          1.93194318,          0.00093964,          2.95450117,          2.17474554,          1.92242810,          0.00124740,          3.93185212,          2.89415281,          1.92307235,          0.00123873,          3.90389937,          2.87357739
,,,,, 1601.800000,   48.020756,          1.93201821,          0.00093706,          2.94669087,          2.16899655,          1.92252765,          0.00124348,          3.91988778,          2.88534612,          1.92317120,          0.00123478,          3.89182536,          2.86468997
,,,,, 1602.000000,   48.026752,          1.93209302,          0.00093449,          2.93891387,          2.16327207,          1.92262689,          0.00123958,          3.90798145,          2.87658212,          1.92326975,          0.00123085,          3.87981157,          2.85584687
,,,,, 1602.200000,   48.032748,          1.93216763,          0.00093193,          2.93116998,          2.15757195,          1.92272583,          0.00123570,          3.89613274,          2.86786054,          1.92336798,          0.00122693,          3.86785758,          2.84704779
,,,,, 1602.400000,   48.038743,          1.93224204,          0.00092938,          2.92345899,          2.15189606,          1.92282445,          0.00123183,          3.88434128,          2.85918110,          1.92346589,          0.00122304,          3.85596300,          2.83829245
,,,,, 1602.600000,   48.044739,          1.93231624,          0.00092684,          2.91578074,          2.14624426,          1.92292276,          0.00122799,          3.87260670,          2.85054352,          1.92356350,          0.00121916,          3.84412742,          2.82958053
,,,,, 1602.800000,   48.050735,          1.93239024,          0.00092431,          2.90813502,          2.14061640,          1.92302077,          0.00122417,          3.86092862,          2.84194754,          1.92366080,          0.00121531,          3.83235045,          2.82091175
,,,,, 1603.000000,   48.056731,          1.93246404,          0.00092179,          2.90052165,          2.13501237,          1.92311848,          0.00122036,          3.84930669,          2.83339288,          1.92375779,          0.00121147,          3.82063169,          2.81228582
,,,,, 1603.200000,   48.062727,          1.93253764,          0.00091929,          2.89294045,          2.12943201,          1.92321588,          0.00121657,          3.83774053,          2.82487927,          1.92385448,          0.00120765,          3.80897075,          2.80370245
